"","type","NAME","SQKM.x","Field.x","bio1_mean","bio10_mean","bio11_mean","bio12_mean","bio13_mean","bio14_mean","bio15_mean","bio16_mean","bio17_mean","bio18_mean","bio19_mean","bio2_mean","bio3_mean","bio4_mean","bio5_mean","bio6_mean","bio7_mean","bio8_mean","bio9_mean","SQKM.y","Field.y","bio1mean_delta","bio10mean_delta","bio11mean_delta","bio12mean_delta","bio13mean_delta","bio14mean_delta","bio15mean_delta","bio16mean_delta","bio17mean_delta","bio18mean_delta","bio19mean_delta","bio2mean_delta","bio3mean_delta","bio4mean_delta","bio5mean_delta","bio6mean_delta","bio7mean_delta","bio8mean_delta","bio9mean_delta","SQKM.x.1","Field.x.1","bio1min_delta","bio10min_delta","bio11min_delta","bio12min_delta","bio13min_delta","bio14min_delta","bio15min_delta","bio16min_delta","bio17min_delta","bio18min_delta","bio19min_delta","bio2min_delta","bio3min_delta","bio4min_delta","bio5min_delta","bio6min_delta","bio7min_delta","bio8min_delta","bio9min_delta","SQKM.y.1","Field.y.1","bio1max_delta","bio10max_delta","bio11max_delta","bio12max_delta","bio13max_delta","bio14max_delta","bio15max_delta","bio16max_delta","bio17max_delta","bio18max_delta","bio19max_delta","bio2max_delta","bio3max_delta","bio4max_delta","bio5max_delta","bio6max_delta","bio7max_delta","bio8max_delta","bio9max_delta","SQKM","Field","bio1mean_zscore","bio10mean_zscore","bio11mean_zscore","bio12mean_zscore","bio13mean_zscore","bio14mean_zscore","bio15mean_zscore","bio16mean_zscore","bio17mean_zscore","bio18mean_zscore","bio19mean_zscore","bio2mean_zscore","bio3mean_zscore","bio4mean_zscore","bio5mean_zscore","bio6mean_zscore","bio7mean_zscore","bio8mean_zscore","bio9mean_zscore","bio1_percent_area","bio2_percent_area","bio3_percent_area","bio4_percent_area","bio5_percent_area","bio6_percent_area","bio7_percent_area","bio8_percent_area","bio9_percent_area","bio10_percent_area","bio11_percent_area","bio12_percent_area","bio13_percent_area","bio14_percent_area","bio15_percent_area","bio16_percent_area","bio17_percent_area","bio18_percent_area","bio19_percent_area"
"1","Western Great Plains Foothill and Piedmont Grassland","Arizona/New Mexico Mountains",108826,0,10.28,20.2,0.676,NA,75.1,23.5,45.1,191,80.7,NA,NA,15.9,NA,NA,29.6,-6.98,NA,19.4,12.29,108826,0,2.7,3.03,2.82,NA,-41.3,16.6,-43.6,-55.7,31.7,NA,NA,0.624,NA,NA,3.23,3.03,NA,5.77,8.23,108826,0,2.68,2.99,2.79,NA,-51,9.3,-48.1,-65.7,18.6,NA,NA,0.614,NA,NA,2.76,2.74,NA,3.71,7.45,108826,0,2.76,3.08,2.87,NA,-31.8,22.9,-33,-40.8,46.7,NA,NA,0.638,NA,NA,3.33,3.36,NA,7.68,9.09,108826,0,2.95,2.86,2.36,NA,-1.45,4.01,-2.25,-1.14,1.59,NA,NA,1.03,NA,NA,2.09,2.34,NA,1.13,1.48,100,83.08,0,0,100,100,0,98.5,9.23,100,100,0,98.46,100,100,76.92,95.38,0,0
"2","Western Great Plains Foothill and Piedmont Grassland","Arizona/New Mexico Plateau",150072,0,11.44,21.8,1.297,NA,55.5,16.3,47.3,NA,54.5,NA,NA,17.2,NA,NA,31.2,-6.63,NA,20.9,NA,150072,0,2.7,3.02,2.84,NA,-34.2,11.26,-42.3,NA,22.4,NA,NA,0.641,NA,NA,3.22,3.05,NA,5.76,NA,150072,0,2.69,3.01,2.8,NA,-34.9,10.6,-44.5,NA,17,NA,NA,0.641,NA,NA,3.19,3.04,NA,4.97,NA,150072,0,2.7,3.03,2.87,NA,-33.6,11.9,-40.1,NA,27.8,NA,NA,0.641,NA,NA,3.26,3.07,NA,6.55,NA,150072,0,2.91,2.83,2.29,NA,-1.55,3.64,-2.28,NA,1.51,NA,NA,1.08,NA,NA,2.12,2.34,NA,1.08,NA,100,50,0,0,100,100,0,100,0,100,100,0,100,100,100,0,100,0,0
"3","Western Great Plains Foothill and Piedmont Grassland","Chihuahuan Desert",509458,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509458,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509458,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509458,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509458,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Western Great Plains Foothill and Piedmont Grassland","High Plains",288315,0,8.88,20,-1.384,NA,78.6,10.7,56.2,227,41.3,NA,NA,17.7,NA,NA,29.8,-9.33,37.3,17.1,-2.45,288315,0,2.7,3.03,2.92,NA,-40.3,7.22,-26.8,-68.8,15.7,NA,NA,0.665,NA,NA,2.82,4.44,-1.97,4.45,2.12,288315,0,2.6,2.9,2.69,NA,-51,4.37,-33.5,-69.5,13,NA,NA,0.654,NA,NA,2.59,3.54,-1.99,-4.94,2.04,288315,0,2.79,3.16,3.06,NA,-30.4,12,-23,-67.6,19.1,NA,NA,0.676,NA,NA,3.16,4.74,-1.94,6.4,2.22,288315,0,2.47,2.49,1.82,NA,-1.21,1.96,-1.66,-1.05,1.04,NA,NA,1.16,NA,NA,1.97,2.2,-1,1.11,1.21,100,2.57,0,0,100,100,0.857,63.4,5.71,100,100,0,5.14,100,100,1.43,3.14,0,0
"5","Western Great Plains Foothill and Piedmont Grassland","Nebraska Sand Hills",59123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Western Great Plains Foothill and Piedmont Grassland","Southern Rockies",145700,0,8.89,19,-0.693,NA,79.6,15.9,54.4,198,66.9,NA,NA,16.9,43.5,NA,28.5,-8.89,36.6,17.7,-2.66,145700,0,2.71,3.08,2.84,NA,-40.1,9.33,-30.5,-59.7,23.3,NA,NA,0.64,2.62,NA,3.02,4.16,-1.95,4.65,2.14,145700,0,2.64,2.95,2.73,NA,-61.2,4.72,-38.3,-80.8,17.1,NA,NA,0.562,2.18,NA,2.7,3.2,-1.96,-5.43,2.07,145700,0,2.8,3.19,3.06,NA,-23.7,20.7,-22.3,-32.2,35.7,NA,NA,0.692,2.97,NA,3.2,4.77,-1.94,7.17,2.27,145700,0,2.83,2.75,2.14,NA,-1.33,2.14,-1.87,-1.11,1.16,NA,NA,1.17,1.06,NA,2.15,2.63,-1.01,1.2,1.24,100,28.86,22.36,0,100,100,0.813,56.5,2.85,100,100,0,73.98,100,100,42.68,15.45,0,0
"7","Western Great Plains Foothill and Piedmont Grassland","Southwestern Tablelands",198834,0,10.28,20.7,0.25,NA,75.3,13.2,59.5,189,62.5,NA,NA,17.2,44.9,NA,30.3,-8.6,NA,20,NA,198834,0,2.74,3.14,2.85,NA,-39.5,7.5,-31.7,-59.4,21.6,NA,NA,0.648,2.58,NA,3.07,3.91,NA,4.26,NA,198834,0,2.64,2.94,2.72,NA,-56,3.39,-45.9,-76.8,15.4,NA,NA,0.571,2.13,NA,2.77,2.71,NA,-5.36,NA,198834,0,2.95,3.52,2.97,NA,-25.3,18.3,-23.1,-39.5,34.1,NA,NA,0.727,2.8,NA,3.44,4.6,NA,7.05,NA,198834,0,2.71,2.68,1.92,NA,-1.35,2.26,-1.77,-1.09,1.19,NA,NA,1.12,1.03,NA,2.19,2.29,NA,1.33,NA,100,37.73,2.61,0,100,100,0,51.1,0,100,100,0,81.42,99.9,100,36.06,7.25,0,0
"8","Western Great Plains Foothill and Piedmont Grassland","Wyoming Basin",132682,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132682,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132682,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132682,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132682,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
