"","ecoregion","X","NS.Map.Value.code","system_name","SqKM_system_ecoregion","type","ELEMENT_GLOBAL_ID","ELCODE","ELSF_CD","BPS_area_system_sq_KM","percent_of_Total_Distribution","Level3.x","Level3.y"
"351","Western Corn Belt Plains",354,7423,"Southeastern_Great_Plains_Tallgrass_Prairie",310.3596,"Southeastern Great Plains Tallgrass Prairie",722974,"CES205.685",7136,108029.6757,0.0029,"9.2.3","9.2.3"
"352","Wyoming Basin",355,7141,"Northwestern_Great_Plains_Mixedgrass_Prairie",1140.7635,"Northwestern Great Plains Mixedgrass Prairie",722984,"CES303.674",7114,425532.0987,0.0027,"10.1.4","10.1.4"
"353","Wyoming Basin",356,7051,"Southern_Rocky_Mountain_Dry_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",25.0047,"Southern Rocky Mountain Dry Mesic Montane Mixed Conifer Forest and Woodland",722850,"CES306.823",4238,15486.9894,0.0016,"10.1.4","10.1.4"
"354","Wyoming Basin",357,7081,"Inter_Mountain_Basins_Mixed_Salt_Desert_Scrub",921.375,"Inter Mountain Basins Mixed Salt Desert Scrub",722888,"CES304.784",5258,96871.1967,0.0095,"10.1.4","10.1.4"
"355","Wyoming Basin",358,7054,"Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",63.0261,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,0.0016,"10.1.4","10.1.4"
"356","Wyoming Basin",359,7066,"Inter_Mountain_Basins_Mat_Saltbush_Shrubland",7532.3601,"Inter Mountain Basins Mat Saltbush Shrubland",722889,"CES304.783",5203,10939.5846,0.6885,"10.1.4","10.1.4"
"357","Wyoming Basin",360,7061,"Inter_Mountain_Basins_Aspen_Mixed_Conifer_Forest_and_Woodland",76.1238,"Inter Mountain Basins Aspen Mixed Conifer Forest and Woodland",722896,"CES304.776",4302,27965.5092,0.0027,"10.1.4","10.1.4"
"358","Wyoming Basin",361,7080,"Inter_Mountain_Basins_Big_Sagebrush_Shrubland",45718.0686,"Inter Mountain Basins Big Sagebrush Shrubland",722895,"CES304.777",5257,282536.1486,0.1618,"10.1.4","10.1.4"
"359","Wyoming Basin",362,7052,"Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",1.5714,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605,2e-04,"10.1.4","10.1.4"
"360","Wyoming Basin",363,7146,"Southern_Rocky_Mountain_Montane_Subalpine_Grassland",4.1472,"Southern Rocky Mountain Montane Subalpine Grassland",722849,"CES306.824",7119,3086.9586,0.0013,"10.1.4","10.1.4"
"361","Wyoming Basin",364,7126,"Inter_Mountain_Basins_Montane_Sagebrush_Steppe",10909.1934,"Inter Mountain Basins Montane Sagebrush Steppe",722887,"CES304.785",5455,85442.3397,0.1277,"10.1.4","10.1.4"
"362","Wyoming Basin",365,7107,"Rocky_Mountain_Gambel_Oak_Mixed_Montane_Shrubland",325.6362,"Rocky Mountain Gambel Oak Mixed Montane Shrubland",722855,"CES306.818",5313,19905.7419,0.0164,"10.1.4","10.1.4"
"363","Wyoming Basin",366,7125,"Inter_Mountain_Basins_Big_Sagebrush_Steppe",36768.1113,"Inter Mountain Basins Big Sagebrush Steppe",722894,"CES304.778",5454,181241.4852,0.2029,"10.1.4","10.1.4"
