"","NS.Map.Value.code","X","ecoregion","system_name.x","SqKM_system_ecoregion","type.x","ELEMENT_GLOBAL_ID.x","ELCODE.x","ELSF_CD.x","BPS_area_system_sq_KM.x","percent_of_Total_Distribution","Level3","system_name.y","type.y","ELEMENT_GLOBAL_ID.y","ELCODE.y","ELSF_CD.y","BPS_area_system_sq_KM.y"
"41",7052,1,"Arizona/New Mexico Mountains","Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",1149.0174,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605,0.1278,"13.1.1","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605
"42",7052,303,"Southern Rockies","Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",4853.7468,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605,0.5397,"6.2.14","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605
"43",7052,16,"Arizona/New Mexico Plateau","Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",19.7316,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605,0.0022,"10.1.7","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605
"44",7052,205,"Mojave Basin and Range","Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",95.6934,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605,0.0106,"10.2.1","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605
"45",7052,327,"Southwestern Tablelands","Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",0.0648,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605,0,"9.4.3","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605
"46",7052,188,"Middle Rockies","Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",1.4904,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605,2e-04,"6.2.10","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605
"47",7052,362,"Wyoming Basin","Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",1.5714,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605,2e-04,"10.1.4","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605
"48",7052,61,"Central Basin and Range","Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",600.3234,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605,0.0668,"10.1.5","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605
"49",7052,89,"Colorado Plateaus","Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",361.0494,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605,0.0401,"10.1.6","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605
"50",7052,183,"Madrean Archipelago","Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",52.0425,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605,0.0058,"12.1.1","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605
"51",7052,280,"Snake River Plain","Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",1.944,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605,2e-04,"10.1.8","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605
"52",7052,339,"Wasatch and Uinta Mountains","Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",1656.9846,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605,0.1843,"6.2.13","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605
"53",7052,230,"Northern Basin and Range","Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",199.0008,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605,0.0221,"10.1.3","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605
"54",7054,206,"Mojave Basin and Range","Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",123.2172,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,0.0032,"10.2.1","Southern Rocky Mountain Ponderosa Pine Woodland","Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481
"55",7054,60,"Central Basin and Range","Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",64.6704,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,0.0017,"10.1.5","Southern Rocky Mountain Ponderosa Pine Woodland","Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481
"56",7054,139,"High Plains","Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",205.6428,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,0.0053,"9.4.1","Southern Rocky Mountain Ponderosa Pine Woodland","Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481
"57",7054,90,"Colorado Plateaus","Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",2373.0003,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,0.061,"10.1.6","Southern Rocky Mountain Ponderosa Pine Woodland","Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481
"58",7054,358,"Wyoming Basin","Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",63.0261,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,0.0016,"10.1.4","Southern Rocky Mountain Ponderosa Pine Woodland","Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481
"59",7054,216,"Nebraska Sand Hills","Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",0.8424,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,0,"9.3.4","Southern Rocky Mountain Ponderosa Pine Woodland","Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481
"60",7054,256,"Northwestern Great Plains","Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",4.7142,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,1e-04,"9.3.3","Southern Rocky Mountain Ponderosa Pine Woodland","Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481
"61",7054,291,"Sonoran Desert","Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",1.1745,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,0,"10.2.2","Southern Rocky Mountain Ponderosa Pine Woodland","Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481
"62",7054,340,"Wasatch and Uinta Mountains","Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",1255.0464,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,0.0323,"6.2.13","Southern Rocky Mountain Ponderosa Pine Woodland","Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481
"63",7054,21,"Arizona/New Mexico Plateau","Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",1403.0739,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,0.0361,"10.1.7","Southern Rocky Mountain Ponderosa Pine Woodland","Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481
"64",7054,4,"Arizona/New Mexico Mountains","Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",19014.4341,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,0.4888,"13.1.1","Southern Rocky Mountain Ponderosa Pine Woodland","Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481
"65",7054,81,"Chihuahuan Desert","Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",37.7217,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,0.001,"10.2.4","Southern Rocky Mountain Ponderosa Pine Woodland","Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481
"66",7054,132,"Edwards Plateau","Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",6.885,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,2e-04,"9.4.6","Southern Rocky Mountain Ponderosa Pine Woodland","Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481
"67",7054,74,"Central Great Plains","Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",3.8151,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,1e-04,"9.4.2","Southern Rocky Mountain Ponderosa Pine Woodland","Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481
