"","type","NAME","SQKM.x","Field.x","bio1_mean","bio10_mean","bio11_mean","bio12_mean","bio13_mean","bio14_mean","bio15_mean","bio16_mean","bio17_mean","bio18_mean","bio19_mean","bio2_mean","bio3_mean","bio4_mean","bio5_mean","bio6_mean","bio7_mean","bio8_mean","bio9_mean","SQKM.y","Field.y","bio1mean_delta","bio10mean_delta","bio11mean_delta","bio12mean_delta","bio13mean_delta","bio14mean_delta","bio15mean_delta","bio16mean_delta","bio17mean_delta","bio18mean_delta","bio19mean_delta","bio2mean_delta","bio3mean_delta","bio4mean_delta","bio5mean_delta","bio6mean_delta","bio7mean_delta","bio8mean_delta","bio9mean_delta","SQKM.x.1","Field.x.1","bio1min_delta","bio10min_delta","bio11min_delta","bio12min_delta","bio13min_delta","bio14min_delta","bio15min_delta","bio16min_delta","bio17min_delta","bio18min_delta","bio19min_delta","bio2min_delta","bio3min_delta","bio4min_delta","bio5min_delta","bio6min_delta","bio7min_delta","bio8min_delta","bio9min_delta","SQKM.y.1","Field.y.1","bio1max_delta","bio10max_delta","bio11max_delta","bio12max_delta","bio13max_delta","bio14max_delta","bio15max_delta","bio16max_delta","bio17max_delta","bio18max_delta","bio19max_delta","bio2max_delta","bio3max_delta","bio4max_delta","bio5max_delta","bio6max_delta","bio7max_delta","bio8max_delta","bio9max_delta","SQKM","Field","bio1mean_zscore","bio10mean_zscore","bio11mean_zscore","bio12mean_zscore","bio13mean_zscore","bio14mean_zscore","bio15mean_zscore","bio16mean_zscore","bio17mean_zscore","bio18mean_zscore","bio19mean_zscore","bio2mean_zscore","bio3mean_zscore","bio4mean_zscore","bio5mean_zscore","bio6mean_zscore","bio7mean_zscore","bio8mean_zscore","bio9mean_zscore","bio1_percent_area","bio2_percent_area","bio3_percent_area","bio4_percent_area","bio5_percent_area","bio6_percent_area","bio7_percent_area","bio8_percent_area","bio9_percent_area","bio10_percent_area","bio11_percent_area","bio12_percent_area","bio13_percent_area","bio14_percent_area","bio15_percent_area","bio16_percent_area","bio17_percent_area","bio18_percent_area","bio19_percent_area"
"1","Northwestern Great Plains Mixedgrass Prairie","Aspen Parkland/Northern Glaciated Plains",327459,0,5.75,20.4,-7.93,NA,87.7,12.4,62,282,40.2,NA,NA,NA,29.5,NA,30.3,-17.4,45.5,19.6,NA,327459,0,1.68,2.15,2.17,NA,-41.9,7.52,-30.4,-84.4,17.8,NA,NA,NA,1.77,NA,2.11,4.61,-2.75,3.33,NA,327459,0,1.57,1.91,1.83,NA,-66.8,4,-35.7,-91.6,8.32,NA,NA,NA,1.71,NA,1.93,3.68,-3.07,2.55,NA,327459,0,1.85,2.42,2.34,NA,-26.3,17.67,-24.4,-72.6,44.6,NA,NA,NA,1.88,NA,2.49,5.14,-2.55,5.18,NA,327459,0,1.78,1.61,1.09,NA,-1.26,2.1,-1.72,-1.03,1.47,NA,NA,NA,1.02,NA,1.06,1.78,-1.08,1.07,NA,100,0,0.852,0,36.11,100,33.8,0.568,0,100,42.8,0,71.95,100,100,0.347,69.41,0,0
"2","Northwestern Great Plains Mixedgrass Prairie","Canadian Rockies",104960,0,5.13,14.8,-4.17,NA,NA,29.08,34.3,NA,95.7,NA,NA,NA,NA,NA,NA,-10.9,NA,NA,NA,104960,0,1.62,2.02,1.75,NA,NA,17,-29.8,NA,28.2,NA,NA,NA,NA,NA,NA,3.91,NA,NA,NA,104960,0,1.62,2.02,1.75,NA,NA,15.73,-30.5,NA,25.63,NA,NA,NA,NA,NA,NA,3.91,NA,NA,NA,104960,0,1.62,2.02,1.76,NA,NA,18.27,-29.2,NA,30.8,NA,NA,NA,NA,NA,NA,3.92,NA,NA,NA,104960,0,2.12,1.86,1.24,NA,NA,2.8,-1.89,NA,1.45,NA,NA,NA,NA,NA,NA,1.37,NA,NA,NA,100,0,0,0,0,100,0,0,0,100,100,0,0,100,100,0,100,0,0
"3","Northwestern Great Plains Mixedgrass Prairie","Central Basin and Range",309946,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309946,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309946,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309946,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309946,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Northwestern Great Plains Mixedgrass Prairie","Central Great Plains",274963,0,10.61,23.5,-2.83,NA,NA,14.72,59,NA,NA,NA,NA,NA,NA,NA,NA,-10.3,42.2,21.4,NA,274963,0,1.68,2.09,2.15,NA,NA,7.86,-26.8,NA,NA,NA,NA,NA,NA,NA,NA,4.37,-2.53,4.84,NA,274963,0,1.61,2.07,2.14,NA,NA,6.92,-30.6,NA,NA,NA,NA,NA,NA,NA,NA,3.83,-2.54,4.54,NA,274963,0,1.71,2.14,2.15,NA,NA,9.04,-25.3,NA,NA,NA,NA,NA,NA,NA,NA,4.55,-2.52,5.15,NA,274963,0,1.47,1.33,1,NA,NA,1.33,-1.48,NA,NA,NA,NA,NA,NA,NA,NA,1.73,-1,1.14,NA,100,0,0,0,0,100,30,80,0,100,10,0,0,100,100,0,0,0,0
"5","Northwestern Great Plains Mixedgrass Prairie","High Plains",288315,0,8.71,20.9,-2.6,NA,80.9,8.18,62.3,NA,35.2,NA,NA,NA,NA,NA,31.4,-10.6,41.1,14.4,NA,288315,0,1.56,1.77,1.95,NA,-41,4.95,-28.9,NA,11.8,NA,NA,NA,NA,NA,1.55,3.66,-2.27,4.54,NA,288315,0,1.53,1.61,1.76,NA,-45.4,2.32,-36.5,NA,10.09,NA,NA,NA,NA,NA,1.45,3.34,-2.62,3.44,NA,288315,0,1.64,2.06,2.24,NA,-38.4,8.01,-23.8,NA,14.1,NA,NA,NA,NA,NA,1.71,4.23,-2.07,5.6,NA,288315,0,1.4,1.39,1.11,NA,-1.06,1.81,-1.65,NA,1.07,NA,NA,NA,NA,NA,1.07,1.53,-1.03,1.08,NA,100,0,0,0,49,100,27.5,28.307,0,100,96.2,0,6.43,99.6,100,0,3.62,0,0
"6","Northwestern Great Plains Mixedgrass Prairie","Idaho Batholith",60281,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60281,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60281,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60281,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60281,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Northwestern Great Plains Mixedgrass Prairie","Lake Manitoba and Lake Agassiz Plain",82915,0,5.18,20.1,-10.03,NA,87.4,14.43,58,NA,50,NA,NA,NA,NA,NA,NA,-18.5,NA,NA,NA,82915,0,1.66,2.01,2.1,NA,-39.5,9.16,-28.8,NA,21.1,NA,NA,NA,NA,NA,NA,4.15,NA,NA,NA,82915,0,1.6,1.92,1.96,NA,-41.9,7.35,-30.6,NA,15.47,NA,NA,NA,NA,NA,NA,3.59,NA,NA,NA,82915,0,1.71,2.09,2.19,NA,-37.4,10.88,-27.5,NA,27.4,NA,NA,NA,NA,NA,NA,4.62,NA,NA,NA,82915,0,1.79,1.49,1.1,NA,-1.25,2.21,-1.68,NA,1.32,NA,NA,NA,NA,NA,NA,1.72,NA,NA,NA,100,0,0,0,0,100,0,0,0,100,57.9,0,63.16,100,100,0,63.16,0,0
"8","Northwestern Great Plains Mixedgrass Prairie","Middle Rockies",164464,0,6.76,18.5,-3.93,NA,77.9,17.52,53.3,NA,74.3,NA,NA,NA,34.4,NA,23.2,-11.1,40.8,13.1,-2.52,164464,0,1.62,1.96,1.8,NA,-36.7,9.7,-25.9,NA,24.9,NA,NA,NA,2.44,NA,1.68,4.06,-2.71,4.64,10.29,164464,0,1.56,1.63,1.66,NA,-40.6,2.99,-32.4,NA,7.04,NA,NA,NA,2.29,NA,1.62,3.47,-3.18,2.73,-9.85,164464,0,1.75,2.11,2.07,NA,-32.5,30.01,-17.2,NA,63.9,NA,NA,NA,2.76,NA,1.74,4.61,-2.34,6.68,13.7,164464,0,1.81,1.59,1.21,NA,-1.09,2.26,-1.53,NA,1.35,NA,NA,NA,1.03,NA,1.03,1.66,-1.04,1.25,1.058,100,0,6.292,0,4.45,100,33.3,46.896,2.43,100,100,0,2.68,100,97.2,0,42.28,0,0
"9","Northwestern Great Plains Mixedgrass Prairie","Nebraska Sand Hills",59123,0,9.19,21.9,-2.74,NA,92.2,9.43,64.8,NA,NA,NA,NA,NA,NA,NA,31.6,-11.1,43.2,17.6,NA,59123,0,1.58,1.97,1.96,NA,-47.8,6.09,-27.1,NA,NA,NA,NA,NA,NA,NA,1.67,3.85,-2.69,3.92,NA,59123,0,1.54,1.82,1.84,NA,-57.6,3.07,-32.4,NA,NA,NA,NA,NA,NA,NA,1.57,3.35,-2.8,3.81,NA,59123,0,1.77,2.3,2.22,NA,-37.7,10.64,-23.6,NA,NA,NA,NA,NA,NA,NA,2.22,5.01,-2.56,3.98,NA,59123,0,1.41,1.48,1.04,NA,-1.18,1.9,-1.67,NA,NA,NA,NA,NA,NA,NA,1.03,1.55,-1.03,1.02,NA,100,0,0,0,50,100,11.1,1.007,0,100,62.8,0,36.58,100,100,0,0,0,0
"10","Northwestern Great Plains Mixedgrass Prairie","Northern Basin and Range",142200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
