"","type","NAME","SQKM.x","Field.x","bio1_mean","bio10_mean","bio11_mean","bio12_mean","bio13_mean","bio14_mean","bio15_mean","bio16_mean","bio17_mean","bio18_mean","bio19_mean","bio2_mean","bio3_mean","bio4_mean","bio5_mean","bio6_mean","bio7_mean","bio8_mean","bio9_mean","SQKM.y","Field.y","bio1mean_delta","bio10mean_delta","bio11mean_delta","bio12mean_delta","bio13mean_delta","bio14mean_delta","bio15mean_delta","bio16mean_delta","bio17mean_delta","bio18mean_delta","bio19mean_delta","bio2mean_delta","bio3mean_delta","bio4mean_delta","bio5mean_delta","bio6mean_delta","bio7mean_delta","bio8mean_delta","bio9mean_delta","SQKM.x.1","Field.x.1","bio1min_delta","bio10min_delta","bio11min_delta","bio12min_delta","bio13min_delta","bio14min_delta","bio15min_delta","bio16min_delta","bio17min_delta","bio18min_delta","bio19min_delta","bio2min_delta","bio3min_delta","bio4min_delta","bio5min_delta","bio6min_delta","bio7min_delta","bio8min_delta","bio9min_delta","SQKM.y.1","Field.y.1","bio1max_delta","bio10max_delta","bio11max_delta","bio12max_delta","bio13max_delta","bio14max_delta","bio15max_delta","bio16max_delta","bio17max_delta","bio18max_delta","bio19max_delta","bio2max_delta","bio3max_delta","bio4max_delta","bio5max_delta","bio6max_delta","bio7max_delta","bio8max_delta","bio9max_delta","SQKM","Field","bio1mean_zscore","bio10mean_zscore","bio11mean_zscore","bio12mean_zscore","bio13mean_zscore","bio14mean_zscore","bio15mean_zscore","bio16mean_zscore","bio17mean_zscore","bio18mean_zscore","bio19mean_zscore","bio2mean_zscore","bio3mean_zscore","bio4mean_zscore","bio5mean_zscore","bio6mean_zscore","bio7mean_zscore","bio8mean_zscore","bio9mean_zscore","bio1_percent_area","bio2_percent_area","bio3_percent_area","bio4_percent_area","bio5_percent_area","bio6_percent_area","bio7_percent_area","bio8_percent_area","bio9_percent_area","bio10_percent_area","bio11_percent_area","bio12_percent_area","bio13_percent_area","bio14_percent_area","bio15_percent_area","bio16_percent_area","bio17_percent_area","bio18_percent_area","bio19_percent_area"
"1","North Central Interior Dry Mesic Oak Forest and Woodland","Algonquin/Southern Laurentians",318884,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318884,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318884,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318884,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318884,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","North Central Interior Dry Mesic Oak Forest and Woodland","Aspen Parkland/Northern Glaciated Plains",327459,0,6.92,21.4,-8.58,NA,95.6,15.8,55.9,NA,53.9,NA,NA,NA,NA,NA,29.2,-15.94,44.6,21.5,NA,327459,0,1.75,2.14,2.29,NA,-43.8,9.72,-29.4,NA,19,NA,NA,NA,NA,NA,2.27,4.66,-2.72,5.14,NA,327459,0,1.7,2.06,2.14,NA,-57.5,6.49,-32.3,NA,16.4,NA,NA,NA,NA,NA,2.09,4.49,-2.77,3.41,NA,327459,0,1.87,2.42,2.37,NA,-35.5,12.2,-25.9,NA,20.8,NA,NA,NA,NA,NA,2.64,5.08,-2.62,6.33,NA,327459,0,1.75,1.52,1.18,NA,-1.23,2.49,-1.7,NA,1.02,NA,NA,NA,NA,NA,1.11,1.94,-1.04,1.34,NA,100,0,0,0,79.23,100,15.85,24.59,0,100,100,0,98.9,100,100,0,15.3,0,0
"3","North Central Interior Dry Mesic Oak Forest and Woodland","Blue Ridge",46595,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46595,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46595,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46595,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46595,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","North Central Interior Dry Mesic Oak Forest and Woodland","Central Appalachians",62050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,100,100,0,0,0,100,0,0,100,100,100,0,100,0,0
"5","North Central Interior Dry Mesic Oak Forest and Woodland","Central Corn Belt Plains",76643,0,10.75,23,-3.95,NA,117.5,44.6,28.5,335,161,NA,NA,NA,NA,NA,30.1,-8.36,NA,20.8,NA,76643,0,1.48,1.79,1.91,NA,-49.4,31.33,-28.8,-73.1,50.4,NA,NA,NA,NA,NA,2.11,3.42,NA,6.83,NA,76643,0,1.39,1.63,1.68,NA,-76.1,18.84,-38.6,-80.6,34.6,NA,NA,NA,NA,NA,1.92,3.16,NA,4.68,NA,76643,0,1.64,1.98,2.08,NA,-32,49.2,-23.6,-64.3,84.6,NA,NA,NA,NA,NA,2.33,4.01,NA,9.44,NA,76643,0,1.51,1.26,1.05,NA,-1.14,2.76,-2.26,-1.03,1.22,NA,NA,NA,NA,NA,1.09,1.43,NA,1.25,NA,100,0,0,0,99.9,100,0,31.995,0,100,11.769,0,61.4,100,100,2.0326,85.6,0,0
"6","North Central Interior Dry Mesic Oak Forest and Woodland","Central Great Plains",274963,0,12.42,25.2,-1.76,NA,123.1,21.5,52.4,336,NA,NA,NA,NA,31,NA,34.4,-8.31,42.3,22.9,NA,274963,0,1.81,2.16,2.17,NA,-64.5,10.06,-27.1,-87.1,NA,NA,NA,NA,2.21,NA,2.26,4.22,-2.57,4.25,NA,274963,0,1.72,2.1,2.14,NA,-74.9,6.95,-29.4,-94.4,NA,NA,NA,NA,2.2,NA,2.26,4.07,-2.58,3.75,NA,274963,0,1.9,2.26,2.21,NA,-47.6,12,-25.2,-85,NA,NA,NA,NA,2.22,NA,2.26,4.74,-2.56,5.26,NA,274963,0,1.53,1.24,1.02,NA,-1.33,1.33,-1.94,-1.01,NA,NA,NA,NA,1.02,NA,1,1.64,-1.03,1.08,NA,100,0,2.2,0,1.1,100,2.2,67.582,0,100,3.846,0,95.1,97.8,100,3.8462,0,0,0
"7","North Central Interior Dry Mesic Oak Forest and Woodland","Central Irregular Plains",114339,0,11.74,24.2,NA,NA,136.2,35.7,40.8,375,160.3,NA,NA,11.8,29.3,NA,31.9,-8.14,NA,22,NA,114339,0,1.56,1.88,NA,NA,-55.1,23.31,-27.6,-92.8,49.8,NA,NA,0.584,2.28,NA,2.27,3.79,NA,3.58,NA,114339,0,1.47,1.73,NA,NA,-81.5,12.19,-35.5,-117.1,41.4,NA,NA,0.513,2.18,NA,2.22,3.45,NA,2.63,NA,114339,0,1.78,2.13,NA,NA,-33.7,41.1,-24.4,-66.1,61.6,NA,NA,0.697,2.33,NA,2.33,4.37,NA,5.05,NA,114339,0,1.4,1.11,NA,NA,-1.41,2.62,-2.03,-1.08,1.07,NA,NA,1.08,1.01,NA,1.04,1.45,NA,1.12,NA,100,16.08,2.89,0,9.99,100,0,65.408,0,100,0,0,99.9,100,100,21.5165,13.71,0,0
"8","North Central Interior Dry Mesic Oak Forest and Woodland","Cross Timbers",88188,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88188,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88188,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88188,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88188,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","North Central Interior Dry Mesic Oak Forest and Woodland","Driftless Area",47383,0,8.04,21.3,-6.33,NA,119.4,24.7,48.6,351,117.3,NA,NA,NA,NA,NA,28.8,-12.93,NA,21,NA,47383,0,1.84,2.2,2.39,NA,-65.4,14.56,-27,-89.2,36.3,NA,NA,NA,NA,NA,2.48,4.58,NA,4.39,NA,47383,0,1.61,1.95,2.03,NA,-81.9,10.09,-31.2,-106.3,28,NA,NA,NA,NA,NA,2.22,3.9,NA,-3.09,NA,47383,0,1.92,2.36,2.55,NA,-41.2,26.2,-23.1,-67.4,44.7,NA,NA,NA,NA,NA,2.74,4.88,NA,6.01,NA,47383,0,1.9,1.55,1.26,NA,-1.68,1.99,-2.19,-1.15,1.06,NA,NA,NA,NA,NA,1.27,1.78,NA,1.44,NA,100,0,0,0,100,100,0,22.793,0,100,100,0,100,100,100,61.0036,5.86,0,0
"10","North Central Interior Dry Mesic Oak Forest and Woodland","Eastern Corn Belt Plains",83548,0,11,22.6,NA,NA,121.9,60.7,20.6,280,210.2,NA,NA,NA,NA,NA,29.5,-6.88,NA,20.6,NA,83548,0,1.47,1.86,NA,NA,-53.7,40.93,-29.9,-61.8,67,NA,NA,NA,NA,NA,2.3,3.17,NA,6.98,NA,83548,0,1.37,1.75,NA,NA,-77.6,29.62,-36.1,-62.7,41.1,NA,NA,NA,NA,NA,2.05,2.75,NA,5.15,NA,83548,0,1.56,2.09,NA,NA,-42.9,50.1,-25,-60.8,104.4,NA,NA,NA,NA,NA,2.5,3.37,NA,9.34,NA,83548,0,1.57,1.56,NA,NA,-1.08,2.78,-2.24,-1.02,1.37,NA,NA,NA,NA,NA,1.46,1.37,NA,1.06,NA,100,0,0,0,100,100,0,18.087,0,100,0,0,34.5,100,100,0.0883,100,0,0
