"","ecoregion","NS.Map.Value.code","system_name","SqKM_system_ecoregion","type","ELEMENT_GLOBAL_ID","ELCODE","ELSF_CD","BPS_area_system_sq_KM","percent_of_Total_Distribution","Level3"
"122","Eastern Cascades Slopes and Foothills",7081,"Inter_Mountain_Basins_Mixed_Salt_Desert_Scrub",82.2879,"Inter Mountain Basins Mixed Salt Desert Scrub",722888,"CES304.784",5258,96871.1967,8e-04,"6.2.8"
"123","Eastern Cascades Slopes and Foothills",7079,"Great_Basin_Xeric_Mixed_Sagebrush_Shrubland",333.6795,"Great Basin Xeric Mixed Sagebrush Shrubland",722898,"CES304.774",5256,62531.1171,0.0053,"6.2.8"
"124","Eastern Cascades Slopes and Foothills",7125,"Inter_Mountain_Basins_Big_Sagebrush_Steppe",2858.8869,"Inter Mountain Basins Big Sagebrush Steppe",722894,"CES304.778",5454,181241.4852,0.0158,"6.2.8"
"125","Eastern Cascades Slopes and Foothills",7019,"Great_Basin_Pinyon_Juniper_Woodland",85.5522,"Great Basin Pinyon Juniper Woodland",722899,"CES304.773",4206,22745.7234,0.0038,"6.2.8"
"126","Eastern Corn Belt Plains",7421,"Central_Tallgrass_Prairie",1681.5033,"Central Tallgrass Prairie",722976,"CES205.683",7134,241651.1556,0.007,"8.2.4"
"127","Eastern Corn Belt Plains",7313,"North_Central_Interior_Beech_Maple_Forest_",39759.8625,"North Central Interior Beech Maple Forest ",722966,"CES202.693",4119,83328.2964,0.4771,"8.2.4"
"128","Eastern Corn Belt Plains",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",18652.3155,"North Central Interior Dry Mesic Oak Forest and Woodland",722663,"CES202.046",4116,141605.9334,0.1317,"8.2.4"
"129","Eastern Great Lakes and Hudson Lowlands",7313,"North_Central_Interior_Beech_Maple_Forest_",810.3645,"North Central Interior Beech Maple Forest ",722966,"CES202.693",4119,83328.2964,0.0097,"8.1.1"
"130","Eastern Great Lakes and Hudson Lowlands",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",261.8649,"North Central Interior Dry Mesic Oak Forest and Woodland",722663,"CES202.046",4116,141605.9334,0.0018,"8.1.1"
"131","Edwards Plateau",7149,"Western_Great_Plains_Shortgrass_Prairie",3232.2483,"Western Great Plains Shortgrass Prairie",722986,"CES303.672",7122,259073.154,0.0125,"9.4.6"
"132","Edwards Plateau",7054,"Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",6.885,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,2e-04,"9.4.6"
"133","Erie Drift Plain",7313,"North_Central_Interior_Beech_Maple_Forest_",10714.0158,"North Central Interior Beech Maple Forest ",722966,"CES202.693",4119,83328.2964,0.1286,"8.1.10"
"134","Erie Drift Plain",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",1757.0844,"North Central Interior Dry Mesic Oak Forest and Woodland",722663,"CES202.046",4116,141605.9334,0.0124,"8.1.10"
"135","Flint Hills",7423,"Southeastern_Great_Plains_Tallgrass_Prairie",17758.4805,"Southeastern Great Plains Tallgrass Prairie",722974,"CES205.685",7136,108029.6757,0.1644,"9.4.4"
"136","Flint Hills",7421,"Central_Tallgrass_Prairie",2032.0713,"Central Tallgrass Prairie",722976,"CES205.683",7134,241651.1556,0.0084,"9.4.4"
"137","Flint Hills",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",360.4824,"North Central Interior Dry Mesic Oak Forest and Woodland",722663,"CES202.046",4116,141605.9334,0.0025,"9.4.4"
"138","High Plains",7081,"Inter_Mountain_Basins_Mixed_Salt_Desert_Scrub",186.786,"Inter Mountain Basins Mixed Salt Desert Scrub",722888,"CES304.784",5258,96871.1967,0.0019,"9.4.1"
"139","High Plains",7054,"Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",205.6428,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,0.0053,"9.4.1"
"140","High Plains",7107,"Rocky_Mountain_Gambel_Oak_Mixed_Montane_Shrubland",98.982,"Rocky Mountain Gambel Oak Mixed Montane Shrubland",722855,"CES306.818",5313,19905.7419,0.005,"9.4.1"
"141","High Plains",7146,"Southern_Rocky_Mountain_Montane_Subalpine_Grassland",0.9558,"Southern Rocky Mountain Montane Subalpine Grassland",722849,"CES306.824",7119,3086.9586,3e-04,"9.4.1"
"142","High Plains",7141,"Northwestern_Great_Plains_Mixedgrass_Prairie",9731.8746,"Northwestern Great Plains Mixedgrass Prairie",722984,"CES303.674",7114,425532.0987,0.0229,"9.4.1"
"143","High Plains",7147,"Western_Great_Plains_Foothill_and_Piedmont_Grassland",1014.3711,"Western Great Plains Foothill and Piedmont Grassland",722856,"CES303.817",7120,12692.0763,0.0799,"9.4.1"
"144","High Plains",7080,"Inter_Mountain_Basins_Big_Sagebrush_Shrubland",47.4012,"Inter Mountain Basins Big Sagebrush Shrubland",722895,"CES304.777",5257,282536.1486,2e-04,"9.4.1"
"145","High Plains",7051,"Southern_Rocky_Mountain_Dry_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",17.6175,"Southern Rocky Mountain Dry Mesic Montane Mixed Conifer Forest and Woodland",722850,"CES306.823",4238,15486.9894,0.0011,"9.4.1"
"146","High Plains",7061,"Inter_Mountain_Basins_Aspen_Mixed_Conifer_Forest_and_Woodland",1.7496,"Inter Mountain Basins Aspen Mixed Conifer Forest and Woodland",722896,"CES304.776",4302,27965.5092,1e-04,"9.4.1"
"147","High Plains",7149,"Western_Great_Plains_Shortgrass_Prairie",155168.3304,"Western Great Plains Shortgrass Prairie",722986,"CES303.672",7122,259073.154,0.5989,"9.4.1"
"148","High Plains",7126,"Inter_Mountain_Basins_Montane_Sagebrush_Steppe",20.4768,"Inter Mountain Basins Montane Sagebrush Steppe",722887,"CES304.785",5455,85442.3397,2e-04,"9.4.1"
"149","High Plains",7421,"Central_Tallgrass_Prairie",7.0227,"Central Tallgrass Prairie",722976,"CES205.683",7134,241651.1556,0,"9.4.1"
"150","High Plains",7125,"Inter_Mountain_Basins_Big_Sagebrush_Steppe",871.0092,"Inter Mountain Basins Big Sagebrush Steppe",722894,"CES304.778",5454,181241.4852,0.0048,"9.4.1"
"151","High Plains",7066,"Inter_Mountain_Basins_Mat_Saltbush_Shrubland",1.3203,"Inter Mountain Basins Mat Saltbush Shrubland",722889,"CES304.783",5203,10939.5846,1e-04,"9.4.1"
"152","Huron/Erie Lake Plains",7313,"North_Central_Interior_Beech_Maple_Forest_",9778.0851,"North Central Interior Beech Maple Forest ",722966,"CES202.693",4119,83328.2964,0.1173,"8.2.2"
"153","Huron/Erie Lake Plains",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",1623.3615,"North Central Interior Dry Mesic Oak Forest and Woodland",722663,"CES202.046",4116,141605.9334,0.0115,"8.2.2"
"154","Huron/Erie Lake Plains",7421,"Central_Tallgrass_Prairie",0.0891,"Central Tallgrass Prairie",722976,"CES205.683",7134,241651.1556,0,"8.2.2"
"155","Idaho Batholith",7125,"Inter_Mountain_Basins_Big_Sagebrush_Steppe",792.3177,"Inter Mountain Basins Big Sagebrush Steppe",722894,"CES304.778",5454,181241.4852,0.0044,"6.2.15"
"156","Idaho Batholith",7061,"Inter_Mountain_Basins_Aspen_Mixed_Conifer_Forest_and_Woodland",0.5508,"Inter Mountain Basins Aspen Mixed Conifer Forest and Woodland",722896,"CES304.776",4302,27965.5092,0,"6.2.15"
"157","Idaho Batholith",7079,"Great_Basin_Xeric_Mixed_Sagebrush_Shrubland",1.1178,"Great Basin Xeric Mixed Sagebrush Shrubland",722898,"CES304.774",5256,62531.1171,0,"6.2.15"
"158","Idaho Batholith",7126,"Inter_Mountain_Basins_Montane_Sagebrush_Steppe",5784.7527,"Inter Mountain Basins Montane Sagebrush Steppe",722887,"CES304.785",5455,85442.3397,0.0677,"6.2.15"
"159","Idaho Batholith",7019,"Great_Basin_Pinyon_Juniper_Woodland",0.2673,"Great Basin Pinyon Juniper Woodland",722899,"CES304.773",4206,22745.7234,0,"6.2.15"
"160","Idaho Batholith",7080,"Inter_Mountain_Basins_Big_Sagebrush_Shrubland",172.4733,"Inter Mountain Basins Big Sagebrush Shrubland",722895,"CES304.777",5257,282536.1486,6e-04,"6.2.15"
"161","Idaho Batholith",7081,"Inter_Mountain_Basins_Mixed_Salt_Desert_Scrub",3.5883,"Inter Mountain Basins Mixed Salt Desert Scrub",722888,"CES304.784",5258,96871.1967,0,"6.2.15"
"162","Interior Plateau",7421,"Central_Tallgrass_Prairie",11.0484,"Central Tallgrass Prairie",722976,"CES205.683",7134,241651.1556,0,"8.3.3"
"163","Interior Plateau",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",2279.1618,"North Central Interior Dry Mesic Oak Forest and Woodland",722663,"CES202.046",4116,141605.9334,0.0161,"8.3.3"
"164","Interior Plateau",7364,"Ozark_Ouachita_Dry_Oak_Woodland",18.5976,"Ozark Ouachita Dry Oak Woodland",722953,"CES202.707",4306,58336.0137,3e-04,"8.3.3"
"165","Interior Plateau",7313,"North_Central_Interior_Beech_Maple_Forest_",238.1967,"North Central Interior Beech Maple Forest ",722966,"CES202.693",4119,83328.2964,0.0029,"8.3.3"
"166","Interior River Valleys and Hills",7364,"Ozark_Ouachita_Dry_Oak_Woodland",337.6728,"Ozark Ouachita Dry Oak Woodland",722953,"CES202.707",4306,58336.0137,0.0058,"8.3.2"
"167","Interior River Valleys and Hills",7313,"North_Central_Interior_Beech_Maple_Forest_",499.041,"North Central Interior Beech Maple Forest ",722966,"CES202.693",4119,83328.2964,0.006,"8.3.2"
"168","Interior River Valleys and Hills",7423,"Southeastern_Great_Plains_Tallgrass_Prairie",3.0861,"Southeastern Great Plains Tallgrass Prairie",722974,"CES205.685",7136,108029.6757,0,"8.3.2"
"169","Interior River Valleys and Hills",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",28015.9317,"North Central Interior Dry Mesic Oak Forest and Woodland",722663,"CES202.046",4116,141605.9334,0.1978,"8.3.2"
"170","Interior River Valleys and Hills",7421,"Central_Tallgrass_Prairie",35528.8518,"Central Tallgrass Prairie",722976,"CES205.683",7134,241651.1556,0.147,"8.3.2"
"171","Klamath Mountains",7080,"Inter_Mountain_Basins_Big_Sagebrush_Shrubland",4.8438,"Inter Mountain Basins Big Sagebrush Shrubland",722895,"CES304.777",5257,282536.1486,0,"6.2.11"
"172","Klamath Mountains",7017,"Columbia_Plateau_Western_Juniper_Woodland_and_Savanna",56.3841,"Columbia Plateau Western Juniper Woodland and Savanna",740155,"CES304.082",4204,7901.0883,0.0071,"6.2.11"
"173","Klamath Mountains",7126,"Inter_Mountain_Basins_Montane_Sagebrush_Steppe",2.3004,"Inter Mountain Basins Montane Sagebrush Steppe",722887,"CES304.785",5455,85442.3397,0,"6.2.11"
"174","Klamath Mountains",7125,"Inter_Mountain_Basins_Big_Sagebrush_Steppe",0.6561,"Inter Mountain Basins Big Sagebrush Steppe",722894,"CES304.778",5454,181241.4852,0,"6.2.11"
"175","Lake Erie Lowland",7313,"North_Central_Interior_Beech_Maple_Forest_",170.4726,"North Central Interior Beech Maple Forest ",722966,"CES202.693",4119,83328.2964,0.002,"8.1.2"
"176","Lake Erie Lowland",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",3.5802,"North Central Interior Dry Mesic Oak Forest and Woodland",722663,"CES202.046",4116,141605.9334,0,"8.1.2"
"177","Lake Manitoba and Lake Agassiz Plain",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",38.6127,"North Central Interior Dry Mesic Oak Forest and Woodland",722663,"CES202.046",4116,141605.9334,3e-04,"9.2.2"
"178","Lake Manitoba and Lake Agassiz Plain",7141,"Northwestern_Great_Plains_Mixedgrass_Prairie",20.3148,"Northwestern Great Plains Mixedgrass Prairie",722984,"CES303.674",7114,425532.0987,0,"9.2.2"
"179","Madrean Archipelago",7051,"Southern_Rocky_Mountain_Dry_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",46.4535,"Southern Rocky Mountain Dry Mesic Montane Mixed Conifer Forest and Woodland",722850,"CES306.823",4238,15486.9894,0.003,"12.1.1"
"180","Madrean Archipelago",7107,"Rocky_Mountain_Gambel_Oak_Mixed_Montane_Shrubland",0.567,"Rocky Mountain Gambel Oak Mixed Montane Shrubland",722855,"CES306.818",5313,19905.7419,0,"12.1.1"
"181","Madrean Archipelago",7054,"Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",110.1033,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,0.0028,"12.1.1"
"182","Madrean Archipelago",7080,"Inter_Mountain_Basins_Big_Sagebrush_Shrubland",7.0713,"Inter Mountain Basins Big Sagebrush Shrubland",722895,"CES304.777",5257,282536.1486,0,"12.1.1"
"183","Madrean Archipelago",7052,"Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",52.0425,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605,0.0058,"12.1.1"
"184","Madrean Archipelago",7146,"Southern_Rocky_Mountain_Montane_Subalpine_Grassland",4.5036,"Southern Rocky Mountain Montane Subalpine Grassland",722849,"CES306.824",7119,3086.9586,0.0015,"12.1.1"
"185","Madrean Archipelago",7019,"Great_Basin_Pinyon_Juniper_Woodland",0.0324,"Great Basin Pinyon Juniper Woodland",722899,"CES304.773",4206,22745.7234,0,"12.1.1"
"186","Madrean Archipelago",7081,"Inter_Mountain_Basins_Mixed_Salt_Desert_Scrub",33.0642,"Inter Mountain Basins Mixed Salt Desert Scrub",722888,"CES304.784",5258,96871.1967,3e-04,"12.1.1"
"187","Middle Rockies",7066,"Inter_Mountain_Basins_Mat_Saltbush_Shrubland",0.0891,"Inter Mountain Basins Mat Saltbush Shrubland",722889,"CES304.783",5203,10939.5846,0,"6.2.10"
"188","Middle Rockies",7052,"Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",1.4904,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605,2e-04,"6.2.10"
"189","Middle Rockies",7149,"Western_Great_Plains_Shortgrass_Prairie",6.4233,"Western Great Plains Shortgrass Prairie",722986,"CES303.672",7122,259073.154,0,"6.2.10"
"190","Middle Rockies",7125,"Inter_Mountain_Basins_Big_Sagebrush_Steppe",10746.9099,"Inter Mountain Basins Big Sagebrush Steppe",722894,"CES304.778",5454,181241.4852,0.0593,"6.2.10"
"191","Middle Rockies",7081,"Inter_Mountain_Basins_Mixed_Salt_Desert_Scrub",261.711,"Inter Mountain Basins Mixed Salt Desert Scrub",722888,"CES304.784",5258,96871.1967,0.0027,"6.2.10"
"192","Middle Rockies",7126,"Inter_Mountain_Basins_Montane_Sagebrush_Steppe",15971.0616,"Inter Mountain Basins Montane Sagebrush Steppe",722887,"CES304.785",5455,85442.3397,0.1869,"6.2.10"
"193","Middle Rockies",7079,"Great_Basin_Xeric_Mixed_Sagebrush_Shrubland",130.6287,"Great Basin Xeric Mixed Sagebrush Shrubland",722898,"CES304.774",5256,62531.1171,0.0021,"6.2.10"
"194","Middle Rockies",7054,"Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",0.5427,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,0,"6.2.10"
"195","Middle Rockies",7141,"Northwestern_Great_Plains_Mixedgrass_Prairie",5226.1281,"Northwestern Great Plains Mixedgrass Prairie",722984,"CES303.674",7114,425532.0987,0.0123,"6.2.10"
"196","Middle Rockies",7051,"Southern_Rocky_Mountain_Dry_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",1.4904,"Southern Rocky Mountain Dry Mesic Montane Mixed Conifer Forest and Woodland",722850,"CES306.823",4238,15486.9894,1e-04,"6.2.10"
"197","Middle Rockies",7080,"Inter_Mountain_Basins_Big_Sagebrush_Shrubland",6134.3811,"Inter Mountain Basins Big Sagebrush Shrubland",722895,"CES304.777",5257,282536.1486,0.0217,"6.2.10"
"198","Middle Rockies",7061,"Inter_Mountain_Basins_Aspen_Mixed_Conifer_Forest_and_Woodland",297.2619,"Inter Mountain Basins Aspen Mixed Conifer Forest and Woodland",722896,"CES304.776",4302,27965.5092,0.0106,"6.2.10"
"199","Middle Rockies",7019,"Great_Basin_Pinyon_Juniper_Woodland",3.1428,"Great Basin Pinyon Juniper Woodland",722899,"CES304.773",4206,22745.7234,1e-04,"6.2.10"
"200","Mississippi Alluvial Plain",7364,"Ozark_Ouachita_Dry_Oak_Woodland",377.9784,"Ozark Ouachita Dry Oak Woodland",722953,"CES202.707",4306,58336.0137,0.0065,"8.5.2"
"201","Mississippi Alluvial Plain",7421,"Central_Tallgrass_Prairie",74.3175,"Central Tallgrass Prairie",722976,"CES205.683",7134,241651.1556,3e-04,"8.5.2"
"202","Mississippi Alluvial Plain",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",54.6588,"North Central Interior Dry Mesic Oak Forest and Woodland",722663,"CES202.046",4116,141605.9334,4e-04,"8.5.2"
"203","Mississippi Valley Loess Plains",7364,"Ozark_Ouachita_Dry_Oak_Woodland",6.9174,"Ozark Ouachita Dry Oak Woodland",722953,"CES202.707",4306,58336.0137,1e-04,"8.3.6"
"204","Mojave Basin and Range",7107,"Rocky_Mountain_Gambel_Oak_Mixed_Montane_Shrubland",126.6516,"Rocky Mountain Gambel Oak Mixed Montane Shrubland",722855,"CES306.818",5313,19905.7419,0.0064,"10.2.1"
"205","Mojave Basin and Range",7052,"Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",95.6934,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605,0.0106,"10.2.1"
"206","Mojave Basin and Range",7054,"Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",123.2172,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,0.0032,"10.2.1"
"207","Mojave Basin and Range",7019,"Great_Basin_Pinyon_Juniper_Woodland",2230.5618,"Great Basin Pinyon Juniper Woodland",722899,"CES304.773",4206,22745.7234,0.0981,"10.2.1"
"208","Mojave Basin and Range",7126,"Inter_Mountain_Basins_Montane_Sagebrush_Steppe",112.8249,"Inter Mountain Basins Montane Sagebrush Steppe",722887,"CES304.785",5455,85442.3397,0.0013,"10.2.1"
"209","Mojave Basin and Range",7080,"Inter_Mountain_Basins_Big_Sagebrush_Shrubland",496.5543,"Inter Mountain Basins Big Sagebrush Shrubland",722895,"CES304.777",5257,282536.1486,0.0018,"10.2.1"
"210","Mojave Basin and Range",7079,"Great_Basin_Xeric_Mixed_Sagebrush_Shrubland",1388.9556,"Great Basin Xeric Mixed Sagebrush Shrubland",722898,"CES304.774",5256,62531.1171,0.0222,"10.2.1"
"211","Mojave Basin and Range",7081,"Inter_Mountain_Basins_Mixed_Salt_Desert_Scrub",172.0845,"Inter Mountain Basins Mixed Salt Desert Scrub",722888,"CES304.784",5258,96871.1967,0.0018,"10.2.1"
"212","Mojave Basin and Range",7061,"Inter_Mountain_Basins_Aspen_Mixed_Conifer_Forest_and_Woodland",3.0537,"Inter Mountain Basins Aspen Mixed Conifer Forest and Woodland",722896,"CES304.776",4302,27965.5092,1e-04,"10.2.1"
"213","Mojave Basin and Range",7066,"Inter_Mountain_Basins_Mat_Saltbush_Shrubland",0.3159,"Inter Mountain Basins Mat Saltbush Shrubland",722889,"CES304.783",5203,10939.5846,0,"10.2.1"
"214","Nebraska Sand Hills",7149,"Western_Great_Plains_Shortgrass_Prairie",290.3931,"Western Great Plains Shortgrass Prairie",722986,"CES303.672",7122,259073.154,0.0011,"9.3.4"
"215","Nebraska Sand Hills",7141,"Northwestern_Great_Plains_Mixedgrass_Prairie",430.9524,"Northwestern Great Plains Mixedgrass Prairie",722984,"CES303.674",7114,425532.0987,0.001,"9.3.4"
"216","Nebraska Sand Hills",7054,"Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",0.8424,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,0,"9.3.4"
"217","Nebraska Sand Hills",7421,"Central_Tallgrass_Prairie",4529.7549,"Central Tallgrass Prairie",722976,"CES205.683",7134,241651.1556,0.0187,"9.3.4"
"218","North Cascades",7080,"Inter_Mountain_Basins_Big_Sagebrush_Shrubland",135.3915,"Inter Mountain Basins Big Sagebrush Shrubland",722895,"CES304.777",5257,282536.1486,5e-04,"6.2.5"
"219","North Cascades",7125,"Inter_Mountain_Basins_Big_Sagebrush_Steppe",496.5057,"Inter Mountain Basins Big Sagebrush Steppe",722894,"CES304.778",5454,181241.4852,0.0027,"6.2.5"
"220","North Cascades",7126,"Inter_Mountain_Basins_Montane_Sagebrush_Steppe",101.7765,"Inter Mountain Basins Montane Sagebrush Steppe",722887,"CES304.785",5455,85442.3397,0.0012,"6.2.5"
"221","North Central Appalachians",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",0.3159,"North Central Interior Dry Mesic Oak Forest and Woodland",722663,"CES202.046",4116,141605.9334,0,"5.3.3"
"222","North Central Appalachians",7313,"North_Central_Interior_Beech_Maple_Forest_",21.87,"North Central Interior Beech Maple Forest ",722966,"CES202.693",4119,83328.2964,3e-04,"5.3.3"
"223","North Central Hardwood Forests",7313,"North_Central_Interior_Beech_Maple_Forest_",0.0567,"North Central Interior Beech Maple Forest ",722966,"CES202.693",4119,83328.2964,0,"8.1.4"
"224","North Central Hardwood Forests",7421,"Central_Tallgrass_Prairie",438.1614,"Central Tallgrass Prairie",722976,"CES205.683",7134,241651.1556,0.0018,"8.1.4"
"225","North Central Hardwood Forests",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",4986.603,"North Central Interior Dry Mesic Oak Forest and Woodland",722663,"CES202.046",4116,141605.9334,0.0352,"8.1.4"
"226","Northern Appalachian Plateau and Uplands",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",0.0486,"North Central Interior Dry Mesic Oak Forest and Woodland",722663,"CES202.046",4116,141605.9334,0,"8.1.3"
"227","Northern Appalachian Plateau and Uplands",7313,"North_Central_Interior_Beech_Maple_Forest_",14.8149,"North Central Interior Beech Maple Forest ",722966,"CES202.693",4119,83328.2964,2e-04,"8.1.3"
"228","Northern Basin and Range",7107,"Rocky_Mountain_Gambel_Oak_Mixed_Montane_Shrubland",35.3889,"Rocky Mountain Gambel Oak Mixed Montane Shrubland",722855,"CES306.818",5313,19905.7419,0.0018,"10.1.3"
"229","Northern Basin and Range",7061,"Inter_Mountain_Basins_Aspen_Mixed_Conifer_Forest_and_Woodland",818.1081,"Inter Mountain Basins Aspen Mixed Conifer Forest and Woodland",722896,"CES304.776",4302,27965.5092,0.0293,"10.1.3"
"230","Northern Basin and Range",7052,"Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",199.0008,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland",722848,"CES306.825",4239,8992.6605,0.0221,"10.1.3"
"231","Northern Basin and Range",7019,"Great_Basin_Pinyon_Juniper_Woodland",1198.6866,"Great Basin Pinyon Juniper Woodland",722899,"CES304.773",4206,22745.7234,0.0527,"10.1.3"
"232","Northern Basin and Range",7017,"Columbia_Plateau_Western_Juniper_Woodland_and_Savanna",1666.4778,"Columbia Plateau Western Juniper Woodland and Savanna",740155,"CES304.082",4204,7901.0883,0.2109,"10.1.3"
"233","Northern Basin and Range",7079,"Great_Basin_Xeric_Mixed_Sagebrush_Shrubland",9304.2432,"Great Basin Xeric Mixed Sagebrush Shrubland",722898,"CES304.774",5256,62531.1171,0.1488,"10.1.3"
"234","Northern Basin and Range",7051,"Southern_Rocky_Mountain_Dry_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",26.1144,"Southern Rocky Mountain Dry Mesic Montane Mixed Conifer Forest and Woodland",722850,"CES306.823",4238,15486.9894,0.0017,"10.1.3"
"235","Northern Basin and Range",7125,"Inter_Mountain_Basins_Big_Sagebrush_Steppe",32139.2691,"Inter Mountain Basins Big Sagebrush Steppe",722894,"CES304.778",5454,181241.4852,0.1773,"10.1.3"
"236","Northern Basin and Range",7080,"Inter_Mountain_Basins_Big_Sagebrush_Shrubland",46044.0531,"Inter Mountain Basins Big Sagebrush Shrubland",722895,"CES304.777",5257,282536.1486,0.163,"10.1.3"
"237","Northern Basin and Range",7146,"Southern_Rocky_Mountain_Montane_Subalpine_Grassland",3.0051,"Southern Rocky Mountain Montane Subalpine Grassland",722849,"CES306.824",7119,3086.9586,0.001,"10.1.3"
"238","Northern Basin and Range",7126,"Inter_Mountain_Basins_Montane_Sagebrush_Steppe",12052.7109,"Inter Mountain Basins Montane Sagebrush Steppe",722887,"CES304.785",5455,85442.3397,0.1411,"10.1.3"
"239","Northern Basin and Range",7081,"Inter_Mountain_Basins_Mixed_Salt_Desert_Scrub",1344.519,"Inter Mountain Basins Mixed Salt Desert Scrub",722888,"CES304.784",5258,96871.1967,0.0139,"10.1.3"
"240","Northern Lakes and Forests",7313,"North_Central_Interior_Beech_Maple_Forest_",1.5795,"North Central Interior Beech Maple Forest ",722966,"CES202.693",4119,83328.2964,0,"5.2.1"
"241","Northern Lakes and Forests",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",1608.2631,"North Central Interior Dry Mesic Oak Forest and Woodland",722663,"CES202.046",4116,141605.9334,0.0114,"5.2.1"
"242","Northern Lakes and Forests",7421,"Central_Tallgrass_Prairie",0.405,"Central Tallgrass Prairie",722976,"CES205.683",7134,241651.1556,0,"5.2.1"
"243","Northern Minnesota Wetlands",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",14.9202,"North Central Interior Dry Mesic Oak Forest and Woodland",722663,"CES202.046",4116,141605.9334,1e-04,"5.2.2"
"244","Northwestern Glaciated Plains",7054,"Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",0.1053,"Southern Rocky Mountain Ponderosa Pine Woodland",797980,"CES306.648",4241,38899.4481,0,"9.3.1"
"245","Northwestern Glaciated Plains",7141,"Northwestern_Great_Plains_Mixedgrass_Prairie",130250.7135,"Northwestern Great Plains Mixedgrass Prairie",722984,"CES303.674",7114,425532.0987,0.3061,"9.3.1"
"246","Northwestern Glaciated Plains",7125,"Inter_Mountain_Basins_Big_Sagebrush_Steppe",5542.7247,"Inter Mountain Basins Big Sagebrush Steppe",722894,"CES304.778",5454,181241.4852,0.0306,"9.3.1"
"247","Northwestern Glaciated Plains",7126,"Inter_Mountain_Basins_Montane_Sagebrush_Steppe",107.9649,"Inter Mountain Basins Montane Sagebrush Steppe",722887,"CES304.785",5455,85442.3397,0.0013,"9.3.1"
"248","Northwestern Glaciated Plains",7061,"Inter_Mountain_Basins_Aspen_Mixed_Conifer_Forest_and_Woodland",0.891,"Inter Mountain Basins Aspen Mixed Conifer Forest and Woodland",722896,"CES304.776",4302,27965.5092,0,"9.3.1"
"249","Northwestern Glaciated Plains",7080,"Inter_Mountain_Basins_Big_Sagebrush_Shrubland",36.7578,"Inter Mountain Basins Big Sagebrush Shrubland",722895,"CES304.777",5257,282536.1486,1e-04,"9.3.1"
"250","Northwestern Glaciated Plains",7421,"Central_Tallgrass_Prairie",1113.4422,"Central Tallgrass Prairie",722976,"CES205.683",7134,241651.1556,0.0046,"9.3.1"
"251","Northwestern Great Plains",7081,"Inter_Mountain_Basins_Mixed_Salt_Desert_Scrub",1.3203,"Inter Mountain Basins Mixed Salt Desert Scrub",722888,"CES304.784",5258,96871.1967,0,"9.3.3"
