ELEMENT_GLOBAL_ID,ELCODE,ESLF_CD,INACTIVE_IND,STATUS,GLOBAL_NAME,OTHER_NAME,CLASSIF_RESP,STAKEHOLDERS,WEST_LEGEND_IND,EAST_LEGEND_IND,ESLF_CD,BPS_CD,EVT_CD,LAND_COVER,CULTIVATED,SPARSE_VEGETATION,UPLAND,WETLAND,SPATIAL_PATTERN,ESLF_Pixel_Ct_30m,ESLF_SqKm_Calc_30m
791378,CES303.654,9239,N,1,Edwards Plateau Playa,,Southeast,"Midwest, Southeast, West",N,N,9239,,,Herbaceous Wetland,N,N,Y,Y,Small patch,33803,30.42
791373,CES303.652,9165,N,1,Edwards Plateau Riparian,,Southeast,"Midwest, Southeast, West",N,Y,9165,1525,2525,Woody Wetland,N,N,N,Y,Linear,4467384,4020.64
737307,CES202.455,,Y,1,Elbrook Hillslope Dolomite Glade and Woodland,,Southeast,"East, Southeast",,,,,,,,,,,,,
733317,CES203.287,,Y,2,Exotic-dominated Community,,Southeast,"East, Midwest, Southeast",,,,,,,,,,,,,
723081,CES203.507,9290,N,1,Florida Big Bend Fresh and Oligohaline Tidal Marsh,,Southeast,Southeast,N,N,9290,,,Herbaceous Wetland,N,N,N,Y,Large patch,54512,49.06
723080,CES203.508,9289,N,1,Florida Big Bend Salt and Brackish Tidal Marsh,,Southeast,Southeast,N,N,9289,,,Herbaceous Wetland,N,N,N,Y,Large patch,889260,800.33
723136,CES203.380,7138,N,1,Florida Dry Prairie,,Southeast,Southeast,N,Y,7138,1425,2425,Herbaceous,N,N,Y,N,Matrix,1395421,1255.87
723203,CES411.285,9270,N,1,Florida Keys Seagrass Bed,,Southeast,Southeast,N,N,9270,,,Herbaceous Wetland,N,N,N,Y,Large patch,,
723204,CES203.284,4259,N,1,Florida Longleaf Pine Sandhill,,Southeast,Southeast,N,Y,4259,1356,2356,Forest and Woodland,N,N,Y,N,Large patch,2350683,2115.61
723220,CES203.266,3147,N,1,Florida Panhandle Beach Vegetation,,Southeast,Southeast,N,N,3147,,,Barren,N,Y,Y,Y,Large patch,93232,83.9
723253,CES203.057,5318,N,1,Florida Peninsula Inland Scrub,,Southeast,Southeast,N,Y,5318,1387,2387,Shrubland,N,N,Y,N,Large patch,945258,850.73
722655,CES203.055,9246,N,1,Florida River Floodplain Marsh,,Southeast,Southeast,N,N,9246,,,Herbaceous Wetland,N,N,N,Y,Large patch,,
770611,CES203.198,9288,Y,1,Florida Rivers Freshwater Marsh,,Southeast,Southeast,N,N,9288,,,Herbaceous Wetland,N,N,N,Y,,,
723252,CES203.077,9214,N,1,Floridian Highlands Freshwater Marsh,,Southeast,Southeast,N,Y,9214,1489,2489,Herbaceous Wetland,N,N,N,Y,Large patch,4178037,3760.23
722667,CES304.042,4279,Y,1,Great Basin Altered Andesite Pine Woodland,,West,West,N,N,4279,,,Forest and Woodland,N,N,Y,N,Small patch,,
722664,CES304.045,9168,N,1,Great Basin Foothill and Lower Montane Riparian Woodland and Shrubland,,West,West,N,N,9168,,,Woody Wetland,N,N,N,Y,Linear,3868916,3482.02
722899,CES304.773,4206,N,1,Great Basin Pinyon-Juniper Woodland,,West,West,Y,N,4206,1019,2019,Forest and Woodland,N,N,Y,N,Matrix,58580307,52722.27
722704,CES304.001,5309,N,1,Great Basin Semi-Desert Chaparral,,West,West,Y,N,5309,1103,2103,Shrubland,N,N,Y,N,Large patch,255174,229.65
722898,CES304.774,5256,N,1,Great Basin Xeric Mixed Sagebrush Shrubland,,West,West,Y,N,5256,1079,2079,Shrubland,N,N,Y,N,Large patch,41215012,37093.51
722680,CES201.025,3146,N,1,Great Lakes Acidic Rocky Shore and Cliff,,Midwest,"Canada, East, Midwest",N,N,3146,,,Barren,N,Y,Y,N,Linear,159448,143.5
722710,CES201.995,3115,N,1,Great Lakes Alkaline Rocky Shore and Cliff,,Midwest,"Canada, East, Midwest",N,N,3115,,,Barren,N,Y,Y,N,Small patch,,
722949,CES201.721,5458,N,1,Great Lakes Alvar,,Midwest,"Canada, East, Midwest",N,Y,5458,1409,2409,Steppe/Savanna,N,N,Y,Y,Large patch,38436,34.59
785010,CES201.640,9211,N,2,Great Lakes Coastal Marsh Systems,,Midwest,"Canada, East, Midwest",N,Y,9211,1492,2492,Herbaceous Wetland,N,N,N,Y,Large patch,,
722679,CES201.026,3137,N,1,Great Lakes Dune,,Midwest,"Canada, East, Midwest",N,N,3137,,,Barren,N,Y,Y,N,Large patch,24382,21.94
722674,CES202.033,9268,N,1,Great Lakes Freshwater Estuary and Delta,,Midwest,"Canada, East, Midwest",N,N,9268,,,Herbaceous Wetland,N,N,N,Y,Large patch,315961,284.36
737310,CES201.725,,Y,1,Great Lakes Rocky Shore,,Midwest,"Canada, East, Midwest",,,,,,,,,,,,,
884732,CES201.149,3210,N,1,Great Lakes Sand Beach,,Midwest,"Canada, East, Midwest",N,N,3210,,,Barren,N,Y,Y,N,Linear,,
722678,CES202.027,7124,N,1,Great Lakes Wet-Mesic Lakeplain Prairie,,Midwest,"Canada, Midwest",N,Y,7124,1411,2411,Mixed Upland and Wetland,N,N,Y,Y,Large patch,127207,114.48
742162,CES201.027,,Y,1,Great Lakes Wet-Mesic Lakeplain Prairie,,Midwest,"Canada, Midwest",N,N,,,,,N,N,N,N,Large patch,,
722946,CES201.726,9135,N,1,Great Lakes Wooded Dune and Swale,,Midwest,"Canada, East, Midwest",N,Y,9135,1466,2466,Mixed Upland and Wetland,N,N,Y,Y,Large patch,531128,478.01
722997,CES303.661,9203,N,1,Great Plains Prairie Pothole,,Midwest,"Canada, Midwest, West",Y,Y,9203,1482,2482,Mixed Upland and Wetland,N,N,N,Y,Large patch,2356330,2120.69
722979,CES303.680,4328,N,1,Great Plains Wooded Draw and Ravine,,Midwest,"Midwest, Southeast, West",Y,Y,4328,1385,2385,Mixed Upland and Wetland,N,N,Y,Y,Linear,6975659,6278.09
784937,CES203.629,9142,N,2,Gulf and Atlantic Coastal Plain Floodplain Systems,,Southeast,"East, Midwest, Southeast",N,Y,9142,1473,2473,Woody Wetland,N,N,N,Y,"Linear, Matrix",,
784938,CES203.630,9143,N,2,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,,Southeast,"East, Southeast",N,Y,9143,1474,2474,Woody Wetland,N,N,N,Y,Linear,,
785016,CES203.646,3111,N,2,Gulf and Atlantic Coastal Plain Sparsely Vegetated Systems,,Southeast,"East, Southeast",N,Y,3111,1498,2498,Barren,N,Y,Y,Y,"Linear, Large patch, Small patch",,
784944,CES203.636,9149,N,2,Gulf and Atlantic Coastal Plain Swamp Systems,,Southeast,"East, Midwest, Southeast",N,Y,9149,1480,2480,Woody Wetland,N,N,N,Y,"Large patch, Linear",4530138,4077.12
785008,CES203.638,9209,N,2,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,,Southeast,"East, Southeast",N,Y,9209,1490,2490,Herbaceous Wetland,N,N,N,Y,"Large patch, Matrix, Small patch",13335739,12002.16
723058,CES203.544,3125,N,1,Gulf Coast Chenier Plain Beach,,Southeast,Southeast,N,N,3125,,,Barren,N,Y,Y,Y,Linear,8253,7.42
723119,CES203.467,9237,N,1,Gulf Coast Chenier Plain Fresh and Oligohaline Tidal Marsh,,Southeast,Southeast,N,N,9237,,,Herbaceous Wetland,N,N,N,Y,Large patch,562666,506.39
723118,CES203.468,9240,N,1,Gulf Coast Chenier Plain Salt and Brackish Tidal Marsh,,Southeast,Southeast,N,N,9240,,,Herbaceous Wetland,N,N,N,Y,Small patch,546222,491.59
722692,CES302.013,10599,N,1,Gulf of California Coast Torchwood-Cardon Desert Scrub,,West,"Latin America, West",N,N,10599,,,Shrubland,N,N,Y,N,Matrix,,
722690,CES302.015,10597,N,1,Gulf of California Coastal Mixed Salt Desert Scrub,,West,"Latin America, West",N,N,10597,,,Shrubland,N,N,Y,N,Matrix,,
821092,CES412.400,3207,N,1,Hawai'i Alpine Bedrock and Scree,,West,West,Y,N,3207,1829,2829,Barren,N,Y,Y,N,Large patch,,
821096,CES412.401,5211,N,1,Hawai'i Alpine Dwarf-Shrubland,,West,West,Y,N,5211,1824,2824,Shrubland,N,N,Y,N,Large patch,,
821176,CES412.420,9438,N,1,Hawai'i Anchialine Pool,,West,West,Y,N,9438,1801,2801,Herbaceous Wetland,N,N,N,Y,Small patch,,
770632,CES412.216,9286,N,1,Hawai'i Bog,,West,West,Y,N,9286,1806,2806,Herbaceous Wetland,N,N,N,Y,Small patch,,
821141,CES412.414,5282,N,1,Hawai'i Dry Cliff,,West,West,Y,N,5282,1825,2825,Shrubland,N,N,Y,N,"Large patch, Small patch",,
821170,CES412.418,5212,N,1,Hawai'i Dry Coastal Strand,,West,West,Y,N,5212,1826,2826,Shrubland,N,N,Y,N,Linear,,
821164,CES412.416,3208,N,1,Hawai'i Dry-Site Lava Flow,,West,West,Y,N,3208,1831,2831,Barren,N,Y,Y,N,Large patch,,
770647,CES412.221,9388,N,1,Hawai'i Floodplain Forest,,West,West,Y,N,9388,1800,2800,Woody Wetland,N,N,N,Y,"Linear, Small patch, Large patch",,
770659,CES412.225,9245,N,1,Hawai'i Freshwater Aquatic Bed,,West,West,Y,N,9245,1803,2803,Herbaceous Wetland,N,N,N,Y,Small patch,,
770650,CES412.222,9299,N,1,Hawai'i Freshwater Marsh,,West,West,Y,N,9299,1804,2804,Herbaceous Wetland,N,N,N,Y,Small patch,,
821144,CES412.415,7178,N,1,Hawai'i Fumarole,,West,West,Y,N,7178,1830,2830,Herbaceous,N,N,Y,N,"Large patch, Small patch",,
770653,CES412.223,9439,N,1,Hawai'i 'Ihi'ihiluakea Vernal Pool,,West,West,Y,N,9439,1805,2805,Mixed Upland and Wetland,N,N,Y,Y,Small patch,,
821120,CES412.408,4291,N,1,Hawai'i Lowland Dry Forest,,West,West,Y,N,4291,1813,2813,Forest and Woodland,N,N,Y,N,Large patch,,
821129,CES412.410,7179,N,1,Hawai'i Lowland Dry Grassland,,West,West,Y,N,7179,1819,2819,Herbaceous,N,N,Y,N,"Large patch, Small patch",,
821126,CES412.409,5283,N,1,Hawai'i Lowland Dry Shrubland,,West,West,Y,N,5283,1817,2817,Shrubland,N,N,Y,N,Large patch,,
821132,CES412.411,4292,N,1,Hawai'i Lowland Mesic Forest,,West,West,Y,N,4292,1814,2814,Forest and Woodland,N,N,Y,N,Large patch,,
821138,CES412.413,7180,N,1,Hawai'i Lowland Mesic Grassland,,West,West,Y,N,7180,1820,2820,Herbaceous,N,N,Y,N,"Large patch, Small patch",,
821135,CES412.412,5334,N,1,Hawai'i Lowland Mesic Shrubland,,West,West,Y,N,5334,1818,2818,Shrubland,N,N,Y,N,Large patch,,
770662,CES412.226,4293,N,1,Hawai'i Lowland Rainforest,,West,West,Y,N,4293,1808,2808,Forest and Woodland,N,N,Y,N,Matrix,,
821167,CES412.417,4294,N,1,Hawai'i Mesic Coastal Forest,,West,West,Y,N,4294,1812,2812,Forest and Woodland,N,N,Y,N,Small patch,,
770635,CES412.217,4295,N,1,Hawai'i Montane Cloud Forest,,West,West,Y,N,4295,1809,2809,Forest and Woodland,N,N,Y,N,"Matrix, Large patch",,
770629,CES412.215,4296,N,1,Hawai'i Montane Rainforest,,West,West,Y,N,4296,1810,2810,Forest and Woodland,N,N,Y,N,Matrix,,
821099,CES412.402,4297,N,1,Hawai'i Montane-Subalpine Dry Forest and Woodland,,West,West,Y,N,4297,1815,2815,Forest and Woodland,N,N,Y,N,Large patch,,
821108,CES412.405,7181,N,1,Hawai'i Montane-Subalpine Dry Grassland,,West,West,Y,N,7181,1822,2822,Herbaceous,N,N,Y,N,"Large patch, Small patch",,
821102,CES412.403,5284,N,1,Hawai'i Montane-Subalpine Dry Shrubland,,West,West,Y,N,5284,1821,2821,Shrubland,N,N,Y,N,Large patch,,
821111,CES412.406,4298,N,1,Hawai'i Montane-Subalpine Mesic Forest,,West,West,Y,N,4298,1816,2816,Forest and Woodland,N,N,Y,N,Large patch,,
821117,CES412.407,7182,N,1,Hawai'i Montane-Subalpine Mesic Grassland,,West,West,Y,N,7182,1823,2823,Herbaceous,N,N,Y,N,"Large patch, Small patch",,
770644,CES412.220,9336,N,1,Hawai'i Riparian Forest and Shrubland,,West,West,Y,N,9336,1802,2802,Mixed Upland and Wetland,N,N,Y,Y,Linear,,
821105,CES412.404,5285,N,1,Hawai'i Subalpine Mesic Shrubland,,West,West,Y,N,5285,1828,2828,Shrubland,N,N,Y,N,Large patch,,
770641,CES412.219,9157,Y,1,Hawai'i Uluhe Fern Woodland,,West,West,N,N,9157,,,Woody Wetland,N,N,N,Y,"Matrix, Large patch",,
770638,CES412.218,5274,N,1,Hawai'i Wet Cliff and Ridge Crest Shrubland,,West,West,Y,N,5274,1811,2811,Shrubland,N,N,Y,N,Large patch,,
821173,CES412.419,5286,N,1,Hawai'i Wet-Mesic Coastal Strand,,West,West,Y,N,5286,1827,2827,Shrubland,N,N,Y,N,Linear,,
722700,CES302.005,10607,N,1,Herbazal Pantanoso Costero de Sonora y la Península de Baja California,Baja-Sonoran Coastal Tidal Flat and Marsh,West,"Latin America, West",N,N,10607,,,Herbaceous Wetland,N,N,N,Y,Linear,,
800809,CES202.069,9356,N,1,High Allegheny Wetland,,East,"East, Southeast",N,N,9356,,,Woody Wetland,N,N,N,Y,Large patch,612781,551.5
723079,CES203.509,,Y,1,Indian River Lagoon Seagrass Bed,,Southeast,Southeast,,,,,,Herbaceous Wetland,N,N,N,Y,Small patch,,
723179,CES202.321,9311,N,1,Interior Highlands Forested Acidic Seep,,Southeast,"Midwest, Southeast",N,N,9311,,,Woody Wetland,N,N,N,Y,Small patch,,
873647,CES202.454,4339,N,1,Interior Highlands Unglaciated Flatwoods,,Southeast,"Midwest, Southeast",N,N,4339,,,Forest and Woodland,N,N,Y,Y,"Small patch, Large patch, Matrix",,
723164,CES202.346,9409,N,1,Interior Low Plateau Seepage Fen,,Southeast,"Midwest, Southeast",N,N,9409,,,Herbaceous Wetland,N,N,N,Y,Small patch,,
722897,CES304.775,3160,N,1,Inter-Mountain Basins Active and Stabilized Dune,,West,West,N,N,3160,,,Barren,N,Y,Y,N,Large patch,8052862,7247.57
731763,CES304.998,9297,N,1,Inter-Mountain Basins Alkaline Closed Depression,,West,West,N,N,9297,,,Herbaceous Wetland,N,N,N,Y,Small patch,428584,385.72
722896,CES304.776,4302,N,1,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,,West,West,Y,N,4302,1061,2061,Forest and Woodland,N,N,Y,N,Matrix,6257751,5631.97
722895,CES304.777,5257,N,1,Inter-Mountain Basins Big Sagebrush Shrubland,,West,"Midwest, West",Y,N,5257,1080,2080,Shrubland,N,N,Y,N,Matrix,186200584,167580.52
722894,CES304.778,5454,N,1,Inter-Mountain Basins Big Sagebrush Steppe,,West,"Canada, Midwest, West",Y,N,5454,1125,2125,Steppe/Savanna,N,N,Y,N,Large patch,206873600,186186.24
722893,CES304.779,3173,N,1,Inter-Mountain Basins Cliff and Canyon,,West,"Midwest, West",N,N,3173,,,Barren,N,Y,Y,N,Large patch,5095278,4585.75
722900,CES304.772,4303,N,1,Inter-Mountain Basins Curl-leaf Mountain-mahogany Woodland and Shrubland,,West,West,Y,N,4303,1062,2062,Forest and Woodland,N,N,Y,N,Large patch,7067495,6360.74
722892,CES304.780,9103,N,1,Inter-Mountain Basins Greasewood Flat,,West,"Midwest, West",Y,N,9103,1153,2153,Mixed Upland and Wetland,N,N,Y,Y,Large patch,34336875,30903.18
777819,CES304.059,9235,N,1,Inter-Mountain Basins Interdunal Swale Wetland,,West,West,N,N,9235,,,Herbaceous Wetland,N,N,N,Y,Small patch,10351,9.31
722890,CES304.782,5404,N,1,Inter-Mountain Basins Juniper Savanna,,West,West,Y,N,5404,1115,2115,Steppe/Savanna,N,N,Y,N,Large patch,6963450,6267.1
722889,CES304.783,5203,N,1,Inter-Mountain Basins Mat Saltbush Shrubland,,West,West,Y,N,5203,1066,2066,Shrubland,N,N,Y,N,Matrix,14472972,13025.67
722888,CES304.784,5258,N,1,Inter-Mountain Basins Mixed Salt Desert Scrub,,West,"Midwest, West",Y,N,5258,1081,2081,Shrubland,N,N,Y,N,Large patch,100309368,90278.43
784841,CES304.611,9104,N,2,Inter-Mountain Basins Montane Riparian Systems,,West,"Canada, West",Y,N,9104,1154,2154,Woody Wetland,N,N,N,Y,Linear,,
722887,CES304.785,5455,N,1,Inter-Mountain Basins Montane Sagebrush Steppe,,West,"Canada, Midwest, West",Y,N,5455,1126,2126,Steppe/Savanna,N,N,Y,N,Matrix,108952885,98057.59
722886,CES304.786,3179,N,1,Inter-Mountain Basins Playa,,West,West,N,N,3179,,,Barren,N,Y,Y,Y,Large patch,22927763,20634.98
722885,CES304.787,7107,N,1,Inter-Mountain Basins Semi-Desert Grassland,,West,West,Y,N,7107,1135,2135,Herbaceous,N,N,Y,N,Large patch,37712093,33940.88
722884,CES304.788,5456,N,1,Inter-Mountain Basins Semi-Desert Shrub-Steppe,,West,West,Y,N,5456,1127,2127,Steppe/Savanna,N,N,Y,N,Large patch,49390065,44451.05
722883,CES304.789,3139,N,1,Inter-Mountain Basins Shale Badland,,West,West,N,N,3139,,,Barren,N,Y,Y,N,Large patch,5671094,5103.98
784869,CES304.618,3101,N,2,Inter-Mountain Basins Sparsely Vegetated Systems,,West,West,Y,N,3101,1001,2001,Barren,N,Y,Y,Y,Large patch,,
722882,CES304.790,4207,N,1,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,,West,West,Y,N,4207,1020,2020,Forest and Woodland,N,N,Y,N,Large patch,798056,718.25
722881,CES304.791,3128,N,1,Inter-Mountain Basins Volcanic Rock and Cinder Land,,West,West,N,N,3128,,,Barren,N,Y,Y,N,Large patch,5105307,4594.77
722891,CES304.781,3152,N,1,Inter-Mountain Basins Wash,,West,"Midwest, West",N,N,3152,,,Barren,N,Y,Y,Y,Linear,77705,69.93
722779,CES206.902,3170,N,1,Klamath-Siskiyou Cliff and Outcrop,,West,West,N,N,3170,,,Barren,N,Y,Y,N,Large patch,90626,81.56
722764,CES206.917,4208,N,1,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,,West,West,Y,N,4208,1021,2021,Forest and Woodland,N,N,Y,N,Large patch,681040,612.93
722767,CES206.914,4209,N,1,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,,West,West,Y,N,4209,1022,2022,Forest and Woodland,N,N,Y,N,Large patch,864612,778.15
791117,CES206.150,5425,N,1,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,,West,West,Y,N,5425,1170,2170,Steppe/Savanna,N,N,Y,N,Large patch,311163,280.04
723125,CES301.461,3113,N,1,Laguna Madre Salt and Brackish Tidal Flat,,Southeast,Southeast,N,Y,3113,1500,2500,Barren,N,Y,N,Y,Large patch,937877,844.08
722686,CES201.019,5463,N,1,Laurentian Acidic Rocky Outcrop,,Midwest,"Canada, East, Midwest",N,N,5463,,,Steppe/Savanna,N,N,Y,N,Small patch,,
821526,CES103.075,4262,N,1,Laurentian Jack Pine-Red Pine Forest,,Midwest,"Canada, Midwest",N,N,4262,,,Forest and Woodland,N,N,Y,N,,2771036,2493.93
722951,CES201.718,5423,N,1,Laurentian Pine-Oak Barrens,,Midwest,"Canada, Midwest",N,Y,5423,1407,2407,Steppe/Savanna,N,N,Y,N,Matrix,7008170,6307.35
723036,CES201.569,3188,N,1,Laurentian-Acadian Acidic Cliff and Talus,,East,"Canada, East, Midwest",N,N,3188,,,Barren,N,N,Y,N,Small patch,2026175,1823.55
723030,CES201.575,9345,N,1,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,,East,"Canada, East, Midwest",N,Y,9345,1481,2481,Woody Wetland,N,N,N,Y,Large patch,34248751,30823.87
723021,CES201.585,9198,N,1,Laurentian-Acadian Alkaline Fen,,East,"Canada, East, Midwest",N,N,9198,,,Woody Wetland,N,N,N,Y,Small patch,172830,155.54
723035,CES201.570,3144,N,1,Laurentian-Acadian Calcareous Cliff and Talus,,East,"East, Midwest",N,N,3144,,,Barren,N,Y,Y,N,Small patch,235241,211.71
723033,CES201.572,5461,N,1,Laurentian-Acadian Calcareous Rocky Outcrop,,East,"East, Midwest",N,N,5461,,,Steppe/Savanna,N,N,Y,N,Small patch,474382,426.94
723019,CES201.587,9328,N,1,Laurentian-Acadian Floodplain Forest,,East,"Canada, East, Midwest, Southeast",N,N,9328,,,Mixed Upland and Wetland,N,N,Y,Y,Large patch,6364882,5728.39
784939,CES201.631,9144,N,2,Laurentian-Acadian Floodplain Systems,,East,"Canada, East, Midwest",N,Y,9144,1475,2475,Mixed Upland and Wetland,N,N,Y,Y,"Large patch, Linear",,
731557,CES201.594,9405,N,1,Laurentian-Acadian Freshwater Marsh,,East,"Canada, East, Midwest",N,N,9405,,,Herbaceous Wetland,N,N,N,Y,Large patch,1792882,1613.59
723020,CES201.586,3182,N,1,Laurentian-Acadian Lakeshore Beach,,East,"East, Midwest",N,N,3182,,,Barren,N,Y,Y,Y,Small patch,,
723040,CES201.564,4108,N,1,Laurentian-Acadian Northern Hardwood Forest,,East,"Canada, East, Midwest",N,Y,4108,1302,2302,Forest and Woodland,N,N,Y,N,Matrix,214729630,193256.66
722950,CES201.719,4265,N,1,Laurentian-Acadian Northern Pine-(Oak) Forest,,Midwest,"Canada, East, Midwest",N,Y,4265,1362,2362,Forest and Woodland,N,N,Y,N,Matrix,11774566,10597.1
723041,CES201.563,4308,N,1,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,,East,"Canada, East, Midwest",N,Y,4308,1366,2366,Forest and Woodland,N,N,Y,N,Matrix,19539586,17585.62
785012,CES201.642,9215,N,2,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,,East,"Canada, East, Midwest",N,Y,9215,1494,2494,Woody Wetland,N,N,N,Y,Large patch,,
785017,CES201.647,3112,N,2,Laurentian-Acadian Sparsely Vegetated Systems,,East,"Canada, East, Midwest",N,Y,3112,1499,2499,Barren,N,N,Y,Y,"Small patch, Large patch, Linear",,
722685,CES103.020,4107,N,1,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,,Midwest,"Canada, East, Midwest",N,Y,4107,1301,2301,Forest and Woodland,N,N,Y,N,Matrix,12432928,11189.63
878456,CES103.425,4336,N,1,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,,Midwest,"Canada, East, Midwest",N,N,4336,,,Forest and Woodland,N,N,Y,N,,1549023,1394.12
878457,CES103.426,4337,N,1,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,,Midwest,"Canada, Midwest",N,N,4337,,,Forest and Woodland,N,N,Y,N,,32098442,28888.59
785007,CES201.637,9150,N,2,Laurentian-Acadian Swamp Systems,,East,"Canada, East, Midwest",N,Y,9150,1526,2526,Woody Wetland,N,N,N,Y,Large patch,,
731538,CES201.582,9406,N,1,Laurentian-Acadian Wet Meadow-Shrub Swamp,,East,"Canada, East, Midwest",N,N,9406,,,Herbaceous Wetland,N,N,N,Y,Large patch,13035939,11732.34
723028,CES201.577,,Y,1,Laurentian-Acadian Wet Meadow-Shrub Swamp and Marsh,,East,"East, Midwest",N,N,,,,Herbaceous Wetland,N,N,N,Y,Large patch,,
821221,CES303.725,3205,N,1,Llano Estacado Caprock Escarpment and Breaks Shrubland and Steppe,,Southeast,"Midwest, Southeast, West",Y,N,3205,,,Steppe/Savanna,N,Y,Y,N,Linear,4156719,3741.04
770686,CES303.657,7159,N,1,"Llano Uplift Acidic Forest, Woodland and Glade",,Southeast,Southeast,N,Y,7159,1410,2410,Forest and Woodland,N,N,Y,Y,Matrix,3760915,3384.82
723117,CES203.469,3131,N,1,Louisiana Beach,,Southeast,Southeast,N,N,3131,,,Barren,N,Y,Y,Y,Small patch,10522,9.46
723053,CES203.549,7145,N,1,Lower Mississippi Alluvial Plain Grand Prairie,,Southeast,Southeast,N,Y,7145,1432,2432,Herbaceous,N,N,Y,N,Large patch,,
723077,CES203.512,,Y,1,Lower Mississippi River Bottomland and Floodplain Forest,,Southeast,"Midwest, Southeast",,,,,,Woody Wetland,N,N,N,Y,Matrix,,
759075,CES203.189,4151,N,1,Lower Mississippi River Dune Pond,,Southeast,"Midwest, Southeast",N,N,4151,,,Forest and Woodland,N,N,N,Y,Small patch,,
723069,CES203.531,4324,N,1,Lower Mississippi River Dune Woodland and Forest,,Southeast,"Midwest, Southeast",N,Y,4324,1381,2381,Forest and Woodland,N,N,Y,N,Large patch,281961,253.76
768783,CES203.193,9191,N,1,Lower Mississippi River Flatwoods,,Southeast,"Midwest, Southeast",N,Y,9191,1513,2513,Woody Wetland,N,N,N,Y,Large patch,1132112,1018.9
722878,CES305.795,4210,N,1,Madrean Encinal,Encinal de la Sierra Madre,West,"Latin America, Southeast, West",Y,Y,4210,1023,2023,Forest and Woodland,N,N,Y,N,Large patch,5178386,4660.54
722942,CES301.730,5405,N,1,Madrean Juniper Savanna,Sabana de Táscate Madreana,West,"Latin America, Southeast, West",Y,Y,5405,1116,2116,Steppe/Savanna,N,N,Y,N,Large patch,1077627,969.86
722877,CES305.796,4211,N,1,Madrean Lower Montane Pine-Oak Forest and Woodland,Bosque Montano Bajo de Pino Encino de la Sierra Madre,West,"Latin America, Southeast, West",Y,Y,4211,1024,2024,Forest and Woodland,N,N,Y,N,Large patch,5263458,4737.11
885193,CES302.454,4342,N,1,Madrean Mesic Canyon Forest and Woodland,,Southeast,"Southeast, West",N,N,4342,,,Forest and Woodland,N,N,Y,N,,54542,49.08
722675,CES302.031,5307,N,1,Madrean Oriental Chaparral,Chaparral Madreano Oriental ,West,"Latin America, Southeast, West",Y,Y,5307,1101,2101,Shrubland,N,N,Y,N,Large patch,379548,341.59
722876,CES305.797,4212,N,1,Madrean Pinyon-Juniper Woodland,Bosque Abierto de Piñón-Táscate,West,"Latin America, Southeast, West",Y,Y,4212,1025,2025,Forest and Woodland,N,N,Y,N,Matrix,25909858,23318.87
722875,CES305.798,4213,N,1,Madrean Upper Montane Conifer-Oak Forest and Woodland,Bosque Montano Alto de Pino Encino de la Sierra Madre,West,"Latin America, Southeast, West",Y,N,4213,1026,2026,Forest and Woodland,N,N,Y,N,Large patch,170947,153.85
722932,CES302.740,10611,N,1,Magdalena Plain Desert Scrub,,West,"Latin America, West",N,N,10611,,,Shrubland,N,N,Y,N,Matrix,,
722933,CES302.739,10612,N,1,Matorral Desértico de Magdalena Barrancas,Magdalena Barrancas Desert Scrub,West,"Latin America, West",N,N,10612,,,Shrubland,N,N,Y,N,Small patch,,
722699,CES302.006,10606,N,1,Matorral Desértico de Maguey y Cirio de la Planicie Costera del Norte de Viscaino,Northern Viscaino Coastal Plain Maguey-Boojum Desert Scrub,West,"Latin America, West",N,N,10606,,,Shrubland,N,N,Y,N,Matrix,,
722734,CES206.947,9188,N,1,Mediterranean California Alkali Marsh,,West,"Latin America, West",N,N,9188,,,Woody Wetland,N,N,N,Y,Small patch,,
722782,CES206.899,3172,N,1,Mediterranean California Alpine Bedrock and Scree,,West,"Latin America, West",N,N,3172,,,Barren,N,Y,Y,N,Large patch,1246676,1122
722742,CES206.939,7108,N,1,Mediterranean California Alpine Dry Tundra,,West,West,Y,N,7108,1136,2136,Herbaceous,N,N,Y,N,Large patch,60125,54.11
722781,CES206.900,5204,N,1,Mediterranean California Alpine Fell-Field,,West,"Latin America, West",Y,N,5204,1067,2067,Shrubland,N,N,Y,N,Large patch,50709,45.63
722775,CES206.906,3166,N,1,Mediterranean California Coastal Bluff,,West,"Latin America, West",N,N,3166,,,Barren,N,Y,Y,N,Linear,28211,25.38
722730,CES206.951,9262,N,1,Mediterranean California Coastal Interdunal Wetland,,West,West,N,N,9262,,,Herbaceous Wetland,N,N,N,Y,Small patch,,
