ELEMENT_GLOBAL_ID,ELCODE,ESLF_CD,INACTIVE_IND,STATUS,GLOBAL_NAME,OTHER_NAME,CLASSIF_RESP,STAKEHOLDERS,WEST_LEGEND_IND,EAST_LEGEND_IND,ESLF_CD,BPS_CD,EVT_CD,LAND_COVER,CULTIVATED,SPARSE_VEGETATION,UPLAND,WETLAND,SPATIAL_PATTERN,ESLF_Pixel_Ct_30m,ESLF_SqKm_Calc_30m
820926,CES105.322,5287,N,1,Boreal Dry Scrub Birch Shrubland,,West,"Canada, West",N,N,5287,,,Shrubland,N,N,Y,N,Small patch,,
820929,CES105.325,5471,N,1,Boreal Dry Shrub-Steppe,,West,"Canada, West",N,N,5471,,,Shrubland,N,N,Y,N,Small patch,,
837976,CES103.525,9445,N,1,Boreal Freshwater Emergent Marsh,,West,"Canada, West",N,N,9445,,,Herbaceous Wetland,N,N,N,Y,Small patch,,
723017,CES103.589,9332,N,1,Boreal Ice-Scour Rivershore,,East,"Canada, East, Midwest",N,N,9332,,,Mixed Upland and Wetland,N,N,Y,Y,Linear,,
722683,CES103.022,4247,Y,1,Boreal Jack Pine-Black Spruce Forest,,Midwest,"Canada, East, Midwest",N,Y,4247,1344,2344,Forest and Woodland,N,N,Y,N,Matrix,7128,6.41
722825,CES105.849,4273,Y,1,Boreal Lutz Spruce Forest and Woodland,,West,"Canada, West",N,N,4273,,,Forest and Woodland,N,N,Y,N,Large patch,,
820944,CES105.341,,N,3,Boreal Open Scrub/Willow Peatland,,West,"Canada, West",N,N,,,,Woody Wetland,N,N,N,Y,Small patch,,
723022,CES201.584,,Y,1,Boreal Patterned Peatland,,East,"East, Midwest",,,,,,Woody Wetland,N,N,N,Y,Large patch,,
722802,CES103.873,9408,Y,1,Boreal Wet Meadow,,West,"Canada, West",N,N,9408,,,Mixed Upland and Wetland,N,N,Y,Y,Small patch,,
820932,CES105.326,9398,N,1,Boreal Wet Scrub Birch Shrubland,,West,"Canada, West",N,N,9398,,,Shrubland,N,N,Y,N,Small patch,,
722826,CES105.848,4248,Y,1,Boreal White Spruce Forest and Woodland,,West,"Canada, West",Y,N,4248,1345,2345,Forest and Woodland,N,N,Y,N,Matrix,,
820941,CES105.340,9399,N,1,Boreal White Spruce Swamp and Bog,,West,"Canada, West",N,N,9399,,,Woody Wetland,N,N,N,Y,Small patch,,
722684,CES103.021,4307,Y,1,Boreal White Spruce-Fir-Hardwood Forest,,Midwest,"Canada, East, Midwest",N,Y,4307,1365,2365,Forest and Woodland,N,N,Y,N,Matrix,153472,138.12
820935,CES105.333,,N,3,Boreal Willow Shrubland,,West,"Canada, West",N,N,,,,Shrubland,N,N,Y,N,Small patch,,
837958,CES103.524,9397,N,1,Boreal Willow-Alder Swamp Thicket,,West,"Canada, West",N,N,9397,,,Woody Wetland,N,N,N,Y,Small patch,,
723024,CES103.581,9354,N,1,Boreal-Laurentian Bog,,East,"Canada, East, Midwest",N,N,9354,,,Woody Wetland,N,N,N,Y,Large patch,43934631,39541.16
722947,CES103.724,9177,N,1,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,,Midwest,"Canada, East, Midwest",N,N,9177,,,Woody Wetland,N,N,N,Y,Large patch,3780740,3402.66
723023,CES201.583,9353,N,1,Boreal-Laurentian-Acadian Acidic Basin Fen,,East,"Canada, East, Midwest",N,N,9353,,,Woody Wetland,N,N,N,Y,Large patch,3126265,2813.63
722723,CES301.982,10610,N,1,Bosque Semideciduo de Tamaulipas,Tamaulipan Semi-deciduous Forest,Southeast,"Latin America, Southeast",N,N,10610,,,Forest and Woodland,N,N,Y,N,Matrix,,
722727,CES206.954,9181,N,1,California Central Valley Alkali Sink,,West,West,N,N,9181,,,Woody Wetland,N,N,N,Y,Small patch,,
722739,CES206.942,7101,N,1,California Central Valley and Southern Coastal Grassland,,West,West,Y,N,7101,1129,2129,Herbaceous,N,N,Y,N,Matrix,2136267,1922.64
722746,CES206.935,5401,N,1,California Central Valley Mixed Oak Savanna,,West,West,Y,N,5401,1112,2112,Steppe/Savanna,N,N,Y,N,Matrix,198701,178.83
722735,CES206.946,9101,N,1,California Central Valley Riparian Woodland and Shrubland,,West,West,Y,N,9101,1151,2151,Mixed Upland and Wetland,N,N,Y,Y,Linear,1118835,1006.95
722759,CES206.922,4268,N,1,California Coastal Closed-Cone Conifer Forest and Woodland,,West,"Latin America, West",Y,N,4268,1177,2177,Forest and Woodland,N,N,Y,N,Small patch,10592,9.53
722744,CES206.937,5402,N,1,California Coastal Live Oak Woodland and Savanna,,West,"Latin America, West",Y,N,5402,1113,2113,Steppe/Savanna,N,N,Y,N,Large patch,1127989,1015.19
722760,CES206.921,4202,N,1,California Coastal Redwood Forest,,West,West,Y,N,4202,1015,2015,Forest and Woodland,N,N,Y,N,Large patch,8592058,7732.85
722745,CES206.936,5403,N,1,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,,West,West,Y,N,5403,1114,2114,Steppe/Savanna,N,N,Y,N,Matrix,17735990,15962.39
722752,CES206.929,5302,N,1,California Maritime Chaparral,,West,West,Y,N,5302,1096,2096,Shrubland,N,N,Y,N,Large patch,50860,45.77
722755,CES206.926,5303,N,1,California Mesic Chaparral,,West,West,Y,N,5303,1097,2097,Shrubland,N,N,Y,N,Large patch,13558520,12202.66
722738,CES206.943,7102,N,1,California Mesic Serpentine Grassland,,West,West,Y,N,7102,1130,2130,Herbaceous,N,N,Y,N,Large patch,48696,43.82
722763,CES206.918,4218,N,1,California Montane Jeffrey Pine-(Ponderosa Pine) Woodland,,West,"Latin America, West",Y,N,4218,1031,2031,Forest and Woodland,N,N,Y,N,Large patch,11407950,10267.15
784838,CES206.610,9102,N,2,California Montane Riparian Systems,,West,"Latin America, West",Y,N,9102,1152,2152,Woody Wetland,N,N,N,Y,Linear,,
722756,CES206.925,5304,N,1,California Montane Woodland and Chaparral,,West,"Latin America, West",Y,N,5304,1098,2098,Shrubland,N,N,Y,N,Large patch,9151417,8236.27
722740,CES206.941,7103,N,1,California Northern Coastal Grassland,,West,West,Y,N,7103,1131,2131,Herbaceous,N,N,Y,N,Large patch,215904,194.31
722754,CES206.927,5305,N,1,California Xeric Serpentine Chaparral,,West,West,Y,N,5305,1099,2099,Shrubland,N,N,Y,N,Large patch,60,0.05
785014,CES411.644,3109,N,2,Caribbean Coastal Beach Systems,,Southeast,Southeast,N,Y,3109,1496,2496,Barren,N,Y,Y,N,Small patch,,
784934,CES411.626,9139,N,2,Caribbean Coastal Wetland Systems,,Southeast,Southeast,N,Y,9139,1470,2470,Woody Wetland,N,N,N,Y,Large patch,,
784942,CES411.634,9147,N,2,Caribbean Swamp Systems,,Southeast,Southeast,N,Y,9147,1478,2478,Woody Wetland,N,N,N,Y,Large patch,,
723122,CES203.464,4144,N,1,Central and South Texas Coastal Fringe Forest and Woodland,,Southeast,Southeast,N,Y,4144,1338,2338,Forest and Woodland,N,N,Y,N,Large patch,1678111,1510.29
723012,CES202.596,4126,N,1,Central and Southern Appalachian Montane Oak Forest,,Southeast,"East, Southeast",N,Y,4126,1320,2320,Forest and Woodland,N,N,Y,N,Large patch,2701398,2431.25
722677,CES202.028,4253,N,1,Central and Southern Appalachian Spruce-Fir Forest,,Southeast,"East, Southeast",N,Y,4253,1350,2350,Forest and Woodland,N,N,Y,N,Large patch,504106,453.69
737299,CES202.595,,Y,1,Central and Southern Appalachian Spruce-Fir-Northern Hardwoods Forest,,Southeast,"East, Southeast",,,,,,,N,N,N,N,Matrix,,
722761,CES206.920,4201,N,1,Central and Southern California Mixed Evergreen Woodland,,West,"Latin America, West",Y,N,4201,1014,2014,Forest and Woodland,N,N,Y,N,Large patch,7188303,6469.47
723007,CES202.602,5416,N,1,Central Appalachian Alkaline Glade and Woodland,,East,"East, Midwest, Southeast",N,Y,5416,1400,2400,Steppe/Savanna,N,N,Y,N,Small patch,263909,237.51
723015,CES202.591,4312,N,1,Central Appalachian Dry Oak-Pine Forest,,East,"East, Midwest, Southeast",N,Y,4312,1369,2369,Forest and Woodland,N,N,Y,N,Matrix,42964556,38668.1
723011,CES202.597,,Y,1,Central Appalachian Montane Rocky Bald,,East,"East, Southeast",,,,,,Shrubland,N,N,Y,N,Small patch,,
723009,CES202.600,4320,N,1,Central Appalachian Pine-Oak Rocky Woodland,,East,"East, Midwest, Southeast",N,Y,4320,1377,2377,Forest and Woodland,N,N,Y,N,Large patch,5040990,4536.89
723001,CES202.608,9333,N,1,Central Appalachian River Floodplain,,East,"East, Midwest, Southeast",N,N,9333,,,Mixed Upland and Wetland,N,N,Y,Y,Large patch,222933,200.63
723000,CES202.609,9331,N,1,Central Appalachian Stream and Riparian,,East,"East, Midwest, Southeast",N,N,9331,,,Mixed Upland and Wetland,N,N,Y,Y,Linear,222242,200.01
723225,CES203.261,4264,N,1,Central Atlantic Coastal Plain Maritime Forest,,Southeast,"East, Southeast",N,Y,4264,1361,2361,Forest and Woodland,N,N,Y,Y,Large patch,166445,149.8
730725,CES203.064,3162,N,1,Central Atlantic Coastal Plain Sandy Beach,,Southeast,Southeast,N,N,3162,,,Barren,N,Y,Y,N,Linear,22181,19.96
723221,CES203.265,9118,N,1,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,,Southeast,"East, Southeast",N,Y,9118,1449,2449,Woody Wetland,N,N,N,Y,Matrix,1573933,1416.53
722778,CES206.903,3169,N,1,Central California Coast Ranges Cliff and Canyon,,West,West,N,N,3169,,,Barren,N,Y,Y,N,Large patch,13763,12.38
722789,CES203.890,9275,N,1,Central Florida Herbaceous Pondshore,,Southeast,Southeast,N,Y,9275,1514,2514,Herbaceous Wetland,N,N,N,Y,Small patch,126948,114.25
723134,CES203.382,9122,N,1,Central Florida Pine Flatwoods,,Southeast,Southeast,N,Y,9122,1453,2453,Mixed Upland and Wetland,N,N,Y,Y,Matrix,3672999,3305.69
723095,CES203.491,9279,N,1,Central Florida Wet Prairie and Herbaceous Seep,,Southeast,Southeast,N,N,9279,,,Herbaceous Wetland,N,N,N,Y,Small patch,977387,879.64
722970,CES202.689,3149,N,1,Central Interior Acidic Cliff and Talus,,Midwest,"East, Midwest, Southeast",N,N,3149,,,Barren,N,Y,Y,N,Small patch,371484,334.33
784935,CES202.627,9140,N,2,Central Interior and Appalachian Floodplain Systems,,Midwest,"East, Midwest, Southeast",N,Y,9140,1471,2471,Mixed Upland and Wetland,N,N,Y,Y,"Linear, Large patch",1927486,1734.73
784936,CES202.628,9141,N,2,Central Interior and Appalachian Riparian Systems,,Midwest,"East, Midwest, Southeast",N,Y,9141,1472,2472,Mixed Upland and Wetland,N,N,Y,Y,Linear,613578,552.22
785011,CES202.641,9212,N,2,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,,Midwest,"Canada, East, Midwest, Southeast",N,Y,9212,1493,2493,Herbaceous Wetland,N,N,N,Y,Small patch,122051,109.84
785015,CES202.645,3110,N,2,Central Interior and Appalachian Sparsely Vegetated Systems,,Southeast,"East, Southeast",N,Y,3110,1497,2497,Barren,N,Y,Y,N,Large patch,1,9.00E-04
784943,CES202.635,9148,N,2,Central Interior and Appalachian Swamp Systems,,East,"Canada, East, Midwest, Southeast",N,Y,9148,1479,2479,Woody Wetland,N,N,N,Y,"Small patch, Large patch",5,4.50E-03
722969,CES202.690,3148,N,1,Central Interior Calcareous Cliff and Talus,,Midwest,"East, Midwest, Southeast",N,N,3148,,,Barren,N,Y,Y,N,Small patch,87113,78.4
722687,CES202.018,9160,N,1,Central Interior Highlands and Appalachian Sinkhole and Depression Pond,,Midwest,"East, Midwest, Southeast",N,N,9160,,,Woody Wetland,N,N,N,Y,Small patch,,
722968,CES202.691,5417,N,1,Central Interior Highlands Calcareous Glade and Barrens,,Midwest,"Midwest, Southeast",N,Y,5417,1401,2401,Steppe/Savanna,N,N,Y,Y,Small patch,2003524,1803.17
722967,CES202.692,4305,N,1,Central Interior Highlands Dry Acidic Glade and Barrens,,Midwest,"Midwest, Southeast",N,Y,4305,1363,2363,Forest and Woodland,N,N,Y,N,Small patch,174137,156.72
722999,CES303.659,7104,N,1,Central Mixedgrass Prairie,,Midwest,"Midwest, Southeast, West",Y,Y,7104,1132,2132,Herbaceous,N,N,Y,N,Matrix,91578135,82420.32
722976,CES205.683,7134,N,1,Central Tallgrass Prairie,,Midwest,"Midwest, Southeast",N,Y,7134,1421,2421,Herbaceous,N,N,Y,N,Matrix,17787073,16008.36
859574,CES203.712,9441,N,1,Central Texas Coast River Terrace Sandyland Grassland,,Southeast,Southeast,N,N,9441,,,Herbaceous Wetland,N,N,Y,Y,Large patch,,
859580,CES203.714,9390,N,1,Central Texas Coastal Prairie Riparian,,Southeast,Southeast,N,N,9390,,,Mixed Upland and Wetland,N,N,Y,Y,Linear,221688,199.51
859577,CES203.713,9389,N,1,Central Texas Coastal Prairie River Floodplain,,Southeast,Southeast,N,N,9389,,,Mixed Upland and Wetland,N,N,Y,Y,Linear,924347,831.91
722941,CES302.731,5251,N,1,Chihuahuan Creosotebush Desert Scrub,,West,"Latin America, Southeast, West",Y,Y,5251,1074,2074,Shrubland,N,N,Y,N,Matrix,50005711,45005.13
722940,CES302.732,5451,N,1,Chihuahuan Gypsophilous Grassland and Steppe,,West,"Latin America, Southeast, West",Y,Y,5451,1122,2122,Steppe/Savanna,N,N,Y,N,Large patch,4702097,4231.88
797571,CES302.061,7164,N,1,Chihuahuan Loamy Plains Desert Grassland,,West,"Latin America, Southeast, West",Y,N,7164,1503,2503,Herbaceous,N,N,Y,N,Large patch,14947660,13452.89
722938,CES302.734,5306,N,1,Chihuahuan Mixed Desert and Thornscrub,,West,"Latin America, Southeast, West",Y,Y,5306,1100,2100,Shrubland,N,N,Y,N,Matrix,24075464,21667.91
722688,CES302.017,5252,N,1,Chihuahuan Mixed Salt Desert Scrub,,West,"Latin America, Southeast, West",Y,Y,5252,1075,2075,Shrubland,N,N,Y,N,Large patch,5694647,5125.18
722936,CES302.736,7105,N,1,Chihuahuan Sandy Plains Semi-Desert Grassland,,West,"Latin America, Southeast, West",Y,Y,7105,1133,2133,Herbaceous,N,N,Y,N,Large patch,5004687,4504.21
722935,CES302.737,5253,N,1,Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,,West,"Latin America, Southeast, West",Y,Y,5253,1076,2076,Shrubland,N,N,Y,N,Large patch,7662895,6896.6
722934,CES302.738,5254,N,1,Chihuahuan Succulent Desert Scrub,,West,"Latin America, Southeast, West",Y,Y,5254,1077,2077,Shrubland,N,N,Y,N,Large patch,4938081,4444.27
722926,CES302.746,9411,N,1,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,,West,"Latin America, Southeast, West",Y,Y,9411,1504,2504,Mixed Upland and Wetland,N,N,N,Y,Small patch,3769781,3392.8
722909,CES304.763,5255,N,1,Colorado Plateau Blackbrush-Mormon-tea Shrubland,,West,West,Y,N,5255,1078,2078,Shrubland,N,N,Y,N,Large patch,14355483,12919.93
722908,CES304.764,9285,N,1,Colorado Plateau Hanging Garden,,West,West,N,N,9285,,,Herbaceous Wetland,N,N,N,Y,Small patch,,
722907,CES304.765,3183,N,1,Colorado Plateau Mixed Bedrock Canyon and Tableland,,West,West,N,N,3183,,,Barren,N,Y,Y,N,Matrix,26253980,23628.58
722910,CES304.762,5201,N,1,Colorado Plateau Mixed Low Sagebrush Shrubland,,West,West,Y,N,5201,1064,2064,Shrubland,N,N,Y,N,Large patch,2697007,2427.3
722906,CES304.766,5308,N,1,Colorado Plateau Pinyon-Juniper Shrubland,,West,West,Y,N,5308,1102,2102,Shrubland,N,N,Y,N,Matrix,12143889,10929.5
722905,CES304.767,4203,N,1,Colorado Plateau Pinyon-Juniper Woodland,,West,West,Y,N,4203,1016,2016,Forest and Woodland,N,N,Y,N,Matrix,103650570,93285.51
722712,CES304.993,7106,N,1,Columbia Basin Foothill and Canyon Dry Grassland,,West,West,Y,N,7106,1134,2134,Herbaceous,N,N,Y,N,Large patch,9309116,8378.2
722904,CES304.768,9170,N,1,Columbia Basin Foothill Riparian Woodland and Shrubland,,West,"Canada, West",N,N,9170,,,Woody Wetland,N,N,N,Y,Linear,1542777,1388.49
722880,CES304.792,7115,N,1,Columbia Basin Palouse Prairie,,West,"Canada, West",Y,N,7115,1142,2142,Herbaceous,N,N,Y,N,Large patch,386297,347.66
859583,CES203.715,9391,N,1,Columbia Bottomlands Forest and Woodland,,Southeast,Southeast,N,N,9391,,,Mixed Upland and Wetland,N,N,Y,Y,Large patch,4064849,3658.36
740139,CES304.081,3174,N,1,Columbia Plateau Ash and Tuff Badland,,West,West,N,N,3174,,,Barren,N,Y,Y,N,Large patch,1300175,1170.15
740108,CES304.080,5453,N,1,Columbia Plateau Low Sagebrush Steppe,,West,West,Y,N,5453,1124,2124,Steppe/Savanna,N,N,Y,N,Large patch,16976977,15279.27
722902,CES304.770,5202,N,1,Columbia Plateau Scabland Shrubland,,West,West,Y,N,5202,1065,2065,Shrubland,N,N,Y,N,Matrix,4708114,4237.3
740193,CES304.084,9321,N,1,Columbia Plateau Silver Sagebrush Seasonally Flooded Shrub-Steppe,,West,West,N,N,9321,,,Woody Wetland,N,N,Y,Y,Small patch,453233,407.9
740175,CES304.083,5452,N,1,Columbia Plateau Steppe and Grassland,,West,West,Y,N,5452,1123,2123,Steppe/Savanna,N,N,Y,N,Large patch,13936404,12542.76
722654,CES304.057,9231,N,1,Columbia Plateau Vernal Pool,,West,"Canada, West",N,N,9231,,,Herbaceous Wetland,N,N,N,Y,Small patch,31181,28.06
722903,CES304.769,,Y,1,Columbia Plateau Western Juniper Savanna,,West,West,,,,,,Steppe/Savanna,N,N,Y,N,Large patch,,
722901,CES304.771,,Y,1,Columbia Plateau Western Juniper Woodland,,West,West,,,,,,Forest and Woodland,N,N,Y,N,Large patch,,
740155,CES304.082,4204,N,1,Columbia Plateau Western Juniper Woodland and Savanna,,West,West,Y,N,4204,1017,2017,Forest and Woodland,N,N,Y,N,Large patch,17485637,15737.07
722977,CES205.682,4114,N,1,Crosstimbers Oak Forest and Woodland,,Midwest,"Midwest, Southeast",N,Y,4114,1308,2308,Forest and Woodland,N,N,Y,N,Matrix,43954443,39558.99
798100,CES203.079,4128,N,1,Crowley's Ridge Mesic Loess Slope Forest,,Southeast,"Midwest, Southeast",N,Y,4128,1322,2322,Forest and Woodland,N,N,Y,N,Large patch,832119,748.9
798110,CES203.072,4332,N,1,Crowley's Ridge Sand Forest,,Southeast,"Midwest, Southeast",N,Y,4332,1510,2510,Forest and Woodland,N,N,Y,N,Large patch,708220,637.39
733316,CES203.286,,Y,2,Cultivated Forest,,Southeast,"East, Midwest, Southeast",,,,,,Forest and Woodland,Y,N,Y,N,,,
723185,CES202.309,3119,N,1,Cumberland Acidic Cliff and Rockhouse,,Southeast,"East, Midwest, Southeast",N,N,3119,,,Barren,N,Y,Y,N,Small patch,62425,56.18
722671,CES202.036,9164,N,1,Cumberland Riverscour,,Southeast,"East, Midwest, Southeast",N,N,9164,,,Woody Wetland,N,N,N,Y,Linear,51434,46.29
723168,CES202.337,5414,N,1,Cumberland Sandstone Glade and Barrens,,Southeast,"East, Midwest, Southeast",N,Y,5414,1398,2398,Steppe/Savanna,N,N,Y,N,Small patch,32,0.02
723153,CES202.361,9316,N,1,Cumberland Seepage Forest,,Southeast,"East, Southeast",N,N,9316,,,Woody Wetland,N,N,N,Y,Small patch,,
792682,CES202.053,7165,N,1,Cumberland Wet-Mesic Meadow and Savanna,,Southeast,Southeast,N,N,7165,,,Herbaceous,N,N,Y,Y,Small patch,,
722702,CES302.003,10609,N,1,Duna Costera de Sonora y la Península de Baja California,Baja-Sonoran Coastal Dune,West,"Latin America, West",N,N,10609,,,Barren,N,Y,Y,N,Linear,,
740349,CES204.086,4205,N,1,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,,West,"Canada, West",Y,N,4205,1018,2018,Forest and Woodland,N,N,Y,N,Large patch,4842708,4358.43
740345,CES204.085,4301,N,1,East Cascades Oak-Ponderosa Pine Forest and Woodland,,West,"Canada, West",Y,N,4301,1060,2060,Forest and Woodland,N,N,Y,N,Matrix,1672557,1505.3
723046,CES203.558,9403,N,1,East Gulf Coastal Plain Depression Pond,,Southeast,Southeast,N,N,9403,,,Herbaceous Wetland,N,N,N,Y,Small patch,741178,667.06
723094,CES203.492,3117,N,1,East Gulf Coastal Plain Dry Chalk Bluff,,Southeast,Southeast,N,N,3117,,,Barren,N,Y,Y,N,Linear,3055,2.74
723088,CES203.500,7148,N,1,East Gulf Coastal Plain Dune and Coastal Grassland,,Southeast,Southeast,N,Y,7148,1435,2435,Mixed Upland and Wetland,N,N,Y,Y,Large patch,22540,20.28
723241,CES203.244,9412,N,1,East Gulf Coastal Plain Florida Big Bend Seagrass Bed,,Southeast,Southeast,N,N,9412,,,Herbaceous Wetland,N,N,N,Y,Matrix,,
723192,CES203.299,9132,N,1,East Gulf Coastal Plain Freshwater Tidal Wooded Swamp,,Southeast,Southeast,N,N,9132,,,Woody Wetland,N,N,N,Y,Large patch,243924,219.53
723082,CES203.506,4315,N,1,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,,Southeast,Southeast,N,Y,4315,1372,2372,Forest and Woodland,N,N,Y,N,Matrix,28229235,25406.31
723131,CES203.385,9341,N,1,East Gulf Coastal Plain Interior Shrub Bog,,Southeast,Southeast,N,N,9341,,,Woody Wetland,N,N,N,Y,Small patch,,
723090,CES203.496,4252,N,1,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,,Southeast,Southeast,N,Y,4252,1349,2349,Forest and Woodland,N,N,Y,N,Matrix,8048639,7243.77
723159,CES203.353,7140,N,1,East Gulf Coastal Plain Jackson Plain Prairie and Barrens,,Southeast,Southeast,N,Y,7140,1427,2427,Herbaceous,N,N,Y,Y,Large patch,,
723049,CES203.555,7146,Y,1,East Gulf Coastal Plain Jackson Prairie and Woodland,,Southeast,Southeast,N,Y,7146,1433,2433,Herbaceous,N,N,Y,Y,Large patch,,
723097,CES203.489,9199,N,1,East Gulf Coastal Plain Large River Floodplain Forest,,Southeast,Southeast,N,N,9199,,,Woody Wetland,N,N,N,Y,Linear,9537341,8583.6
723085,CES203.503,4323,N,1,East Gulf Coastal Plain Maritime Forest,,Southeast,Southeast,N,Y,4323,1380,2380,Forest and Woodland,N,N,Y,N,Large patch,447142,402.42
723141,CES203.375,9123,N,1,East Gulf Coastal Plain Near-Coast Pine Flatwoods,,Southeast,Southeast,N,Y,9123,1454,2454,Mixed Upland and Wetland,N,N,Y,Y,Matrix,7223275,6500.94
723103,CES203.483,4113,N,1,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,,Southeast,Southeast,N,Y,4113,1307,2307,Forest and Woodland,N,N,Y,N,Matrix,4008243,3607.41
723105,CES203.481,4133,N,1,East Gulf Coastal Plain Northern Loess Bluff Forest,,Southeast,Southeast,N,Y,4133,1327,2327,Forest and Woodland,N,N,Y,N,Large patch,2164170,1947.75
723104,CES203.482,4112,N,1,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,,Southeast,"Midwest, Southeast",N,Y,4112,1306,2306,Forest and Woodland,N,N,Y,N,Matrix,3648839,3283.95
723109,CES203.477,4131,N,1,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,,Southeast,Southeast,N,Y,4131,1325,2325,Forest and Woodland,N,N,Y,N,Large patch,5434167,4890.75
723050,CES203.554,9351,N,1,East Gulf Coastal Plain Northern Seepage Swamp,,Southeast,"Midwest, Southeast",N,N,9351,,,Woody Wetland,N,N,N,Y,Large patch,,
731768,CES203.292,9223,N,1,East Gulf Coastal Plain Sandhill Lakeshore Depression,,Southeast,Southeast,N,N,9223,,,Herbaceous Wetland,N,N,N,Y,Small patch,,
723248,CES203.192,9206,N,1,East Gulf Coastal Plain Savanna and Wet Prairie,,Southeast,Southeast,N,Y,9206,1485,2485,Herbaceous Wetland,N,N,N,Y,Large patch,263164,236.84
723045,CES203.559,9339,N,1,East Gulf Coastal Plain Small Stream and River Floodplain Forest,,Southeast,Southeast,N,N,9339,,,Woody Wetland,N,N,N,Y,Linear,21068990,18962.09
723084,CES203.504,9291,Y,1,East Gulf Coastal Plain Southern Depression Pondshore,,Southeast,Southeast,N,N,9291,,,Herbaceous Wetland,N,N,N,Y,Small patch,,
723047,CES203.557,9124,N,1,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,,Southeast,Southeast,N,Y,9124,1455,2455,Woody Wetland,N,N,N,Y,Large patch,531532,478.37
723048,CES203.556,4135,N,1,East Gulf Coastal Plain Southern Loess Bluff Forest,,Southeast,Southeast,N,Y,4135,1329,2329,Forest and Woodland,N,N,Y,N,Large patch,2191437,1972.29
802251,CES205.679,4158,N,1,East-Central Texas Plains Post Oak Savanna and Woodland,,Southeast,"Midwest, Southeast",N,Y,4158,1519,2519,Forest and Woodland,N,N,Y,N,Matrix,44496913,40047.22
722784,CES205.897,7137,N,1,East-Central Texas Plains Xeric Sandyland,,Southeast,Southeast,N,Y,7137,1424,2424,Herbaceous,N,N,Y,N,Large patch,120020,108.01
723018,CES103.588,9113,N,1,Eastern Boreal Floodplain,,East,"Canada, East, Midwest",N,Y,9113,1444,2444,Mixed Upland and Wetland,N,N,Y,Y,Linear,325069,292.56
784933,CES205.625,9138,N,2,Eastern Great Plains Floodplain Systems,,Midwest,"Midwest, Southeast",N,Y,9138,1469,2469,Mixed Upland and Wetland,N,N,Y,Y,Linear,61147,55.03
800696,CES205.697,3194,N,1,Eastern Great Plains Quartzite Rocky Outcrop,,Midwest,"Canada, Midwest",N,N,3194,,,Barren,N,Y,Y,N,Small patch,,
722971,CES205.688,4137,N,1,Eastern Great Plains Tallgrass Aspen Parkland,,Midwest,"Canada, Midwest",N,Y,4137,1331,2331,Forest and Woodland,N,N,Y,N,Large patch,568282,511.45
722972,CES205.687,9213,N,1,"Eastern Great Plains Wet Meadow, Prairie and Marsh",,Midwest,"Canada, Midwest, Southeast",N,Y,9213,1488,2488,Herbaceous Wetland,N,N,N,Y,Small patch,8666797,7800.11
723158,CES202.354,7130,N,1,Eastern Highland Rim Prairie and Barrens,,Southeast,Southeast,N,Y,7130,1417,2417,Herbaceous,N,N,Y,Y,Large patch,415321,373.78
723163,CES202.347,4318,N,1,Eastern Serpentine Woodland,,Southeast,"East, Southeast",N,Y,4318,1375,2375,Forest and Woodland,N,N,Y,N,Large patch,8279,7.45
791381,CES303.655,3141,N,1,Edwards Plateau Carbonate Glade and Barrens,,Southeast,"Midwest, Southeast, West",N,N,3141,,,Steppe/Savanna,N,Y,Y,Y,Small patch,,
791388,CES303.653,3127,N,1,Edwards Plateau Cliff,,Southeast,"Midwest, Southeast, West",N,N,3127,,,Barren,N,Y,Y,Y,Small patch,5492,4.94
791384,CES303.656,4331,N,1,Edwards Plateau Dry-Mesic Slope Forest and Woodland,,Southeast,"Midwest, Southeast, West",N,Y,4331,1523,2523,Forest and Woodland,N,N,Y,Y,Large patch,4148525,3733.67
791372,CES303.651,4154,N,1,Edwards Plateau Floodplain Terrace,,Southeast,"Midwest, Southeast, West",N,N,4154,,,Woody Wetland,N,N,Y,Y,Linear,5538274,4984.44
722998,CES303.660,4326,N,1,Edwards Plateau Limestone Savanna and Woodland,,Southeast,"Midwest, Southeast, West",N,Y,4326,1383,2383,Forest and Woodland,N,N,Y,N,Large patch,49294450,44365
722668,CES303.041,5324,N,1,Edwards Plateau Limestone Shrubland,,Southeast,"Southeast, West",N,Y,5324,1393,2393,Shrubland,N,N,Y,N,Large patch,35499434,31949.49
722669,CES303.038,4153,N,1,Edwards Plateau Mesic Canyon,,Southeast,"Southeast, West",N,Y,4153,1524,2524,Forest and Woodland,N,N,Y,N,Linear,7106,6.39
